CremonaReference,Discriminant,Point,Height,Provable
2343a1,-3,(1 : 1/2*(-99*s - 1) : 1),0.217170565085949588261904588,0

2343b1,1,(3 : -2 : 1),0.189336088346641046099841235,0

2343c1,1,(3 : -2 : 1),0.316670139198404423389249161,0

2343d1,1,(-1 : -2 : 1),0.336789962279444616895104575,0

2343e1,8,(-15/2 : 1/8*(-213*s - 4) : 1),0.224556889637202630452152092,0

2343f1,-3,(-8 : 1/2*(9*s - 1) : 1),0.434772547814390677436250472,0

2343g1,-11,(1/2*(-3*s - 1) : 6*s + 16 : 1),0.294772595411979018904131371,0

2343g2,-19,(-2 : 1/2*(213*s - 1) : 1),0.716138932786572477832530397,0

2343h1,1,(-10 : -17 : 1),0.0683289831945616046250669504,0

