CremonaReference,Discriminant,Point,Height
2139a1,-11,(1/2*(-s - 7) : -3 : 1),0.380178313526536070970875503


2139a2,-11,(-13 : 1/2*(s + 13) : 1),0.760356627053072141941751007


2139b1,17,(-14 : 69*s + 7 : 1),0.690125632393756246759069656


2139c1,265,(1/2*(3*s + 71) : 1/2*(33*s - 595) :  1),1.18753264645406202286635937




2139c2,253,(1/2*(-3*s + 67) : 1/2*(39*s + 517) :  1),1.03576017618788025384523301




2139c3,-95,(23 : 1/2*(93*s - 23) : 1),1.34285699853674023956913908


2139c4,-239,(3*s + 60 : 1/2*(-15*s - 765) : 1),1.14023542612265401864258228


2139c5,-39,(-8 : -713*s + 4 : 1),1.34678036306076191454151130


2139c6,364,(38 : -93*s - 19 : 1),1.84271864540760939848600514


2139d1,-3,(0 : 1/2*(-3*s - 1) : 1),0.278046661857977001874811876


2139e1,-47,(28 : 1/2*(-93*s - 1) : 1),0.999559205970807168576688458


2139f1,69,(-s + 9 : 1/2*(-9*s + 59) : 1),0.299966637288418569053604116


2139f2,13,(3*s + 1 : 1/2*(-15*s + 1) : 1),0.477013062121823964533544345


