CremonaReference,Discriminant,Point,Height,Provable
663a1,-4,(-8 : 1/2*(-9*s + 8) : 1),0.335621261473121804292629513,0

663a2,-91,(3 : 1/2*(-9*s - 3) : 1),0.553741437248127328371461192,0

663b1,105,(1/2*(3*s + 57) : 12*s + 115 : 1),0.859734488353898717586523375,0

663b2,17,(1/2*(-3*s - 29) : 1/2*(3*s - 165) : 1),0.613005889567178476832215805,0

663b3,140,(-37/2 : 1/8*(-51*s + 70) : 1),1.15238388035261394937404178,0

663b4,40,(-7 : 1/2*(-39*s + 6) : 1),0.910585013916913414358257652,0

663b5,-724,(-45/2 : 1/8*(243*s + 86) : 1),1.46627520493310579938547235,0

663b6,1,(25 : 140 : 1),0.743953017777708233277166078,0

663c1,-3,(1/2*(-3*s - 3) : -3*s - 6 : 1),0.102096012393993488906180669,0

663c2,1,(1 : -14 : 1),0.204192024787986977812361339,0

