CremonaReference,Discriminant,Point,Height,Provable
1100a1,-20,(-3 : -5*s : 1),0.175063830252031989785577193,0

1100a2,-20,(17 : -55*s : 1),0.0583546100840106632618590644,0

1100b1,5,(2 : 50*s : 1),0.731357122231622860362489373,0

1100b2,-120,(32 : -25*s : 1),0.598082574602039051824317257,0

1100b3,-31,(1 : -121*s : 1),0.924704526429895700682940120,0

1100b4,-280,(-43 : 275*s : 1),1.57210818701608114540957348,0

1100c1,1,(-7 : 25 : 1),0.205172181382787473046923707,0

1100c2,44,(s + 10 : 13*s - 44 : 1),0.410344362765574946093847414,0

1100d1,5,(0 : 25*s : 1),0.277272839498793672423212777,0

1100d2,165,(-25 : -50*s : 1),0.568556300091286922929368254,0

1100e1,1,(0 : 5 : 1),0.277272839498793672423212777,0

1100e2,5,(-2*s + 5 : 10*s + 20 : 1),0.138636419749396836211606388,0

