CremonaReference,Discriminant,Point,Height,Provable
2055a1,-120,(-1/3 : 1/18*(137*s - 6) : 1),0.517357781551994421614091781,0

2055b1,61,(1/2*(5*s + 11) : 1/2*(-155*s + 171) :  1),0.377006077017083825044623225,0


2055c1,133,(1/2*(9*s + 111) : 18*s + 631 : 1),0.551193307969594509840855840,0

2055c2,181,(46 : 1/2*(-411*s - 47) : 1),1.82819961436617883398131644,0

2055c3,364,(59 : 1/2*(243*s - 60) : 1),1.13952947345310653435374023,0

2055c4,NA,NA,E1,NA

2055d1,-3,(3 : 5*s - 2 : 1),0.555899216404034305069261224,0

2055e1,1,(1 : -5 : 1),0.136155094457007512349754375,0

