CremonaReference,Discriminant,Point,Height,Provable
894a1,269,(36 : -36*s - 18 : 1),0.993824692315090770731679748,0

894b1,-4,(-4 : 1/2*(-3*s + 4) : 1),0.119442461021982290266930035,0

894c1,-8,(3 : 1/2*(-27*s - 4) : 1),0.273394891435613128568166273,0

894c2,-8,(9 : 447*s - 5 : 1),0.0911316304785377095227220919,0

894d1,-3,(1 : -3*s - 1 : 1),0.175907206031663295050261874,0

894e1,1,(33 : 127 : 1),0.122823542378461246970615443,0

894f1,1,(3 : -1 : 1),0.133656050323656620781027933,0

894g1,1,(2 : 17 : 1),0.0277047097901200367780443934,0

