CremonaReference,Discriminant,Point,Height,Provable
702a1,-3,(-8 : 13*s + 4 : 1),0.0531697947396711904839511480,0

702b1,12,(1/2*(s + 2) : 1 : 1),0.279440461753758356862192841,1

702c1,12,(4 : 1/2*(9*s - 4) : 1),0.188680853952109406860201640,0

702d1,-3,(4 : -36*s - 2 : 1),0.0425770764897118969237459821,0

702e1,69,(24 : -26*s - 12 : 1),0.226123729996742182556230996,0

702e2,309,(-14 : 48*s + 7 : 1),1.11193295073583875300408348,0

702e3,NA,NA,E1,NA

702f1,5,(12 : -26*s - 6 : 1),0.123261614258901450082903820,0

702g1,-3,(10 : 8*s - 5 : 1),0.0578300306377644588363777808,0

702h1,60,(1/2*(s + 6) : 1/2*(3*s - 30) : 1),0.357042974366652066958331502,0

702h2,12,(3*s + 4 : -3*s + 25 : 1),0.411616637123381100133783515,0

702h3,-195,(-8 : -36*s + 4 : 1),0.963237285270620901165397585,0

702i1,12,(1 : 1/2*(3*s - 2) : 1),0.346211768118238178016203659,0

702j1,-8,(17 : -208*s - 9 : 1),0.685004318653056082181603153,0

702k1,1,(-1 : 12 : 1),0.0425770764897118969237459821,0

702l1,1,(25 : -130 : 1),0.0531697947396711904839511480,0

702m1,1,(-29 : 86 : 1),0.0578300306377644588363777808,0

702n1,12,(1/2*(s - 4) : 1/2*s : 1),0.491196379253278677089469887,0

702n2,-20,(-17 : 1/2*(9*s + 16) : 1),0.357042974366652066958331502,0

702n3,65,(3*s - 6 : 6*s - 56 : 1),0.322513231014337160673921533,0

702o1,-4,(-1 : -3/2*s : 1),0.188680853952109406860201640,1

702p1,-87,(4*s - 15 : -12*s - 119 : 1),0.570190904485651735376268823,0

702p2,-263,(59 : -169*s - 30 : 1),1.47599494298823884688439358,0

702p3,NA,NA,E1,NA

