CremonaReference,Discriminant,Point,Height,Provable
2135a1,5,(4 : 1/2*(-35*s - 1) : 1),0.238900131941134606327877869,0

2135b1,NA,NA,E1,NA

2135c1,133,(1/2*(-5*s + 23) : -20*s - 228 : 1),1.16214820862111619835791349,0

2135c2,168,(1/2*(5*s + 14) : 15*s - 298 : 1),0.648374400327055582856398348,0

2135c3,-308,(-49/4 : 1/16*(625*s - 8) : 1),1.07943857585024635270952122,0

2135d1,13,(-11 : 1/2*(25*s + 11) : 1),0.542900105099472791910021287,0

2135e1,-4,(8 : 1/2*(35*s - 8) : 1),0.319443676793867265550055456,0

2135e2,-19,(1/2*(3*s + 7) : 1/2*(-25*s - 17) :  1),0.531802992316913007095627445,0


2135f1,-7,(-2 : -s + 1 : 1),0.510479736307826488940793589,0

2135g1,1,(35 : -30 : 1),0.353807523342050551316617115,0

2135g2,1,(-41 : -417 : 1),0.176903761671025275658308558,0

