CremonaReference,Discriminant,Point,Height,Provable
1158a1,-3,(s - 1 : -1 : 1),0.330102793769134723739638325,1

1158b1,-3,(-5 : -3*s + 2 : 1),0.365426137201345864997130152,0

1158b2,-3,(-6*s + 5 : 27*s : 1),0.182713068600672932498565076,0

1158c1,-20,(1/2*(3*s - 4) : 11 : 1),0.456827133342058917122165476,0

1158c2,-84,(-s - 11 : 6*s + 62 : 1),0.438652476099317546776714984,0

1158c3,NA,NA,E1,NA

1158d1,-7,(-7 : -18*s + 3 : 1),0.241853855714394985305470930,0

1158d2,-8,(-11 : -193*s + 5 : 1),1.02562648765691109371596448,0

1158e1,1,(13 : 249 : 1),0.282607463522880298699371749,0

1158f1,1,(-1 : 1 : 1),0.501174665722057795621471371,0

1158f2,8,(1/2*(s + 2) : 1/2*(7*s - 10) : 1),0.250587332861028897810735685,0

1158g1,1,(12 : 18 : 1),0.0372256168370760968510035927,0

1158h1,-7,(0 : -4*s : 1),0.727302010259895551883820109,0

1158h2,-107,(s - 15 : s - 63 : 1),0.760996376154628163010548412,0

1158h3,-552,(-52 : 7*s + 26 : 1),2.40957390552862271297189269,0

1158h4,-187,(-2*s - 8 : -7*s - 155 : 1),0.811006027331210384764429328,0

