CremonaReference,Discriminant,Point,Height,Provable
2320a1,-4,(3 : 5/2*s : 1),0.472000407491892739283274547,0

2320a2,-4,(-s : 2*s + 10 : 1),0.236000203745946369641637273,0

2320b1,28,(-3 : -5/2*s : 1),0.494848072661153086566990411,0

2320b2,12,(12 : 5*s : 1),0.286658235607676990488486559,0

2320c1,28,(1/2*(-s + 4) : 1/2*(s - 12) : 1),0.275358955878141113549881607,0

2320c2,28,(12 : 5*s : 1),0.550717911756282227099763214,0

2320d1,-20,(-13 : -5*s : 1),1.18917287871900160607020867,0

2320d2,-20,(2*s - 17 : 9*s + 60 : 1),0.660456583222795360286157928,0

2320d3,-4,(-s + 11 : 13*s + 18 : 1),0.510723652828766926481047196,0

2320d4,-35,(-2*s + 3 : -14*s + 10 : 1),0.542412821502960715316090208,0

2320e1,12,(9 : 20*s : 1),0.118123597997135899511462879,0

2320e2,28,(1 : -40*s : 1),0.610995229086245933250005365,0

2320f1,-4,(1 : -6*s : 1),0.584457629864567112070784210,0

2320f2,-4,(1 : 10*s : 1),0.292228814932283556035392105,0

2320g1,-4,(2 : 1/2*s : 1),0.449091452439845124633687433,0

2320g2,-4,(s + 3 : 2*s + 10 : 1),0.224545726219922562316843717,0

2320h1,-4,(2 : 5/2*s : 1),0.211899668375515323492333346,0

2320h2,-4,(5*s + 3 : 10*s + 10 : 1),0.105949834187757661746166673,0

