CremonaReference,Discriminant,Point,Height,Provable
1090a1,949,(38 : 40*s - 19 : 1),2.67806068568054618432078985,0

1090b1,5,(4 : 4*s - 2 : 1),0.206705646994720583785028103,0

1090c1,5,(s + 3 : 3*s - 9 : 1),0.207782999551883906553540135,0

1090d1,5,(4 : 1/2*(5*s - 5) : 1),0.213418731984751990826916132,0

1090e1,5,(0 : 1/2*(s - 1) : 1),0.207733251673876325052311903,1

1090f1,-7,(5*s + 21 : -70*s + 572 : 1),0.990788640444137984011704142,0

1090f2,-703,(52 : 436*s - 26 : 1),1.74833891554310325927650508,0

1090g1,1,(-3 : 6 : 1),0.0724144911521887998451235815,0

1090h1,-4,(1/2*(5*s - 10) : 10*s - 30 : 1),0.186877687201151385686659160,0

1090h2,-491,(-17/9 : 1/54*(-2879*s + 51) : 1),6.91328462864184068119670562,0

1090i1,5,(-s + 2 : -2*s + 1 : 1),0.421619008793745297874974042,0

1090i2,5,(s + 3 : 1/2*(3*s + 21) : 1),0.237977095986729443958113544,0

