CremonaReference,Discriminant,Point,Height,Provable
1380a1,-3,(3 : 5*s : 1),0.293817472429429660220154100,0

1380a2,-11,(2*s : 4*s - 10 : 1),0.359490048442865785280580029,0

1380b1,8,(7/2 : 30375/8*s : 1),0.316686834823797773335234645,0

1380c1,-20,(-3*s - 1 : 6*s + 30 : 1),0.231464198829600672059438232,0

1380c2,-4,(-1 : -69*s : 1),0.183634683437434287172305065,0

1380d1,-24,(s - 3 : -4*s + 21 : 1),0.673286547430517121523690032,0

1380d2,-15,(6*s - 2 : -12*s + 18 : 1),0.592915436433379985042768713,0

1380d3,-915,(-3 : 23*s : 1),1.51956219436546311648830528,0

1380d4,-280,(-34 : -23*s : 1),0.548211330764814361573704830,0

1380e1,1,(25 : 90 : 1),0.134870012645261531300135854,0

