CremonaReference,Discriminant,Point,Height
546a1,-7,(3 : 1/2*(21*s - 3) : 1),0.168079577003911311594017780


546b1,-3,(-3 : -2*s + 1 : 1),0.0816906901501858621383902651


546c1,-39,(1/2*(-s - 5) : -s - 9 : 1),0.153886582118597942494290119


546c2,13,(-3*s : 3*s + 19 : 1),0.0769432910592989712471450594


546c3,13,(-3*s + 13 : 27*s + 71 : 1),0.153886582118597942494290119


546c4,1,(-3 : 40 : 1),0.153886582118597942494290119


546d1,13,(-3 : 3*s + 1 : 1),0.115703782615134660898938997


546d2,-3,(-9 : -39*s + 4 : 1),0.161833587946579182485314487


546d3,-91,(-5 : 128*s + 2 : 1),0.404459106367233366351348709


546e1,-31,(-3 : -624*s + 1 : 1),0.204112660206701837653903052


546f1,-3,(-9*s + 3 : -162*s + 12 : 1),0.228946173078986075803365562


546f2,NA,NA,E1


546g1,-3,(2 : -2*s - 1 : 1),0.414262525481380753524787985


546g2,-3,(-2*s + 6 : -7*s + 6 : 1),0.207131262740690376762393993


546g3,-3,(s + 12 : 1/2*(-13*s - 15) : 1),0.414262525481380753524787986


546g4,5,(-1 : 1/2*(13*s + 1) : 1),0.380270996787996169833437661


