CremonaReference,Discriminant,Point,Height
960a1,-4,(1/2*(-3*s - 2) : 6 : 1),0.379327376956950198330769037


960a2,24,(3*s + 17 : 18*s + 84 : 1),0.298580934244246672470032948


960a3,-24,(-2*s - 7 : -2*s - 48 : 1),0.379327376956950198330769037


960a4,24,(-2*s + 5 : -10*s - 48 : 1),0.379327376956950198330769037


960b1,40,(s + 3 : 3*s : 1),0.343440941550626905335518298


960b2,-4,(-3*s + 3 : 12*s + 12 : 1),0.286557213056024565804956761


960b3,-4,(3*s - 9 : -24*s + 36 : 1),0.573114426112049131609913522


960b4,-4,(-7 : -24*s : 1),0.380232254452351324400913426


960b5,-731,(-31 : 16*s : 1),2.00816265913594253005384354


960b6,-3,(1 : -80*s : 1),0.432355383063025910391861668


960c1,12,(3 : 2*s : 1),0.721777306065699909278735252


960c2,-8,(1 : 4*s : 1),0.445810569853691605815017096


960c3,-8,(1 : -36*s : 1),0.222905284926845802907508549


960c4,24,(17 : 4*s : 1),0.374384071430460953844650794


960d1,-88,(-6 : 15/2*s : 1),0.713781638527537287848760491


960d2,-4,(5 : 60*s : 1),0.297863716481913085481971732


960d3,-4,(14 : -75/2*s : 1),0.595727432963826170963943464


960d4,-4,(-5 : 90*s : 1),0.595727432963826170963943465


960e1,-40,(-11 : -6*s : 1),0.448117683628981815073472655


960e2,184,(-2*s + 1 : -8*s - 56 : 1),0.694999416879731736294176989


960e3,-56,(-15 : -20*s : 1),0.722815623314009922108811229


960e4,-7,(-7 : 96*s : 1),0.878945925858100632512151045


960e5,56,(9 : 120*s : 1),0.379048679074714215552156658


960e6,-56,(-31 : -100*s : 1),0.361407811657004961054405615


960e7,-52,(-37 : -1110*s : 1),4.41400272979380309303185856


960e8,409,(1/2*(-5*s - 135) : 1/2*(-85*s - 745) :  1),1.07557651862805300550634890




960f1,-4,(1/2*(3*s + 2) : -3*s : 1),0.379327376956950198330769037


960f2,56,(3*s + 19 : -18*s - 132 : 1),0.416423803737132581263496739


960f3,-84,(-9 : -4*s : 1),0.837253342989398111347458593


960f4,-4,(-4*s + 3 : -16*s - 24 : 1),0.379327376956950198330769038


960g1,24,(11 : -8*s : 1),0.325078210998281531387058286


960g2,24,(2*s + 3 : 8*s - 24 : 1),0.162539105499140765693529143


960g3,-56,(-29 : -12*s : 1),0.689178076824089155313474288


960g4,56,(4*s + 11 : 32*s - 240 : 1),0.462059500597091664320143662


960g5,-56,(-13 : 60*s : 1),0.344589038412044577656737144


960g6,-616,(2*s + 3 : -8*s + 24 : 1),0.940959059307056191837638926


960g7,-712,(-37 : -144*s : 1),2.22488909926247406482630734


960g8,-56,(-21 : 72*s : 1),0.689178076824089155313474288


960h1,5,(1/2*(-3*s + 27) : 1/2*(21*s + 45) : 1),0.148931858240956542740985866


960h2,40,(3*s - 5 : -12*s + 60 : 1),0.0744659291204782713704929328


960h3,1,(-29 : -120 : 1),0.148931858240956542740985866


960h4,1,(50 : 405 : 1),0.595727432963826170963943464


960i1,-24,(-11 : 8*s : 1),0.325078210998281531387058286


960i2,136,(2*s + 13 : 8*s + 88 : 1),0.542154751757118918124681320


960i3,-264,(-35 : 4*s : 1),0.584554973598741444366298261


960i4,-56,(2*s - 3 : -8*s + 104 : 1),0.462059500597091664320143662


960i5,56,(13 : -60*s : 1),0.344589038412044577656737144


960i6,12,(21 : 80*s : 1),0.662274544050084957605946428


960i7,712,(37 : -144*s : 1),2.22488909926247406482630734


960i8,56,(21 : 72*s : 1),0.689178076824089155313474288


960j1,-8,(-7 : -15/2*s : 1),0.516278469943469238444463532


960j2,-4,(1 : 12*s : 1),0.545906565900314925736815895


960j3,-84,(-11 : -12*s : 1),0.970181250655020819442606322


960j4,-4,(9 : 12*s : 1),0.272953282950157462868407948


960k1,5,(1/2*(-s + 3) : 1/2*(-3*s - 5) : 1),0.443150775611459486756376428


960k2,-8,(-s - 3 : 12 : 1),0.480505268418331345884631112


960k3,-20,(s - 5 : -4*s + 20 : 1),0.443150775611459486756376428


960k4,-4,(5*s - 1 : 20 : 1),0.443150775611459486756376428


960l1,24,(-2*s + 5 : -5*s + 24 : 1),0.380232254452351324400913427


960l2,24,(2*s + 3 : 2*s + 24 : 1),0.190116127226175662200456713


960l3,12,(-5*s - 3 : 20*s + 60 : 1),0.380232254452351324400913427


960l4,1,(7 : 48 : 1),0.380232254452351324400913426


960l5,168,(-2*s + 39 : -24*s - 312 : 1),0.589567093053766677451993130


960l6,12,(-1 : -40*s : 1),0.432355383063025910391861668


960m1,-24,(s - 2 : 1/2*(s - 24) : 1),0.272953282950157462868407948


960m2,24,(-s - 1 : 4*s + 12 : 1),0.136476641475078731434203974


960m3,-8,(-6*s - 9 : -12*s - 96 : 1),0.272953282950157462868407948


960m4,12,(-4*s + 11 : 28*s + 96 : 1),0.272953282950157462868407948


960n1,140,(1/2*(s + 6) : -s - 12 : 1),0.887008817700010405931955092


960n2,-15,(-2*s + 5 : -8*s : 1),0.457860759008856629478396425


960n3,8,(7 : -2*s : 1),0.517859761225203205012885795


960n4,-4,(-5*s + 1 : 10*s : 1),0.443150775611459486756376428


960o1,40,(11 : -6*s : 1),0.448117683628981815073472655


960o2,-56,(3 : 18*s : 1),0.758097358149428431104313315


960o3,56,(15 : -20*s : 1),0.722815623314009922108811229


960o4,-56,(-9 : 120*s : 1),0.379048679074714215552156658


960o5,-95,(1/2*(-3*s + 65) : 1/2*(39*s + 105) :  1),0.559376208567773514614387564




960o6,56,(31 : 100*s : 1),0.361407811657004961054405615


960o7,-456,(15 : 20*s : 1),1.32024123745425423667360452


960o8,273,(-41 : 576*s : 1),2.41448241484303805588266263


960p1,-3,(-9 : 16*s : 1),0.721777306065699909278735252


960p2,60,(s + 1 : -2*s : 1),0.398645090453486892133447841


960p3,-24,(-17 : -4*s : 1),0.374384071430460953844650794


960p4,8,(-6*s - 1 : -24*s - 72 : 1),0.222905284926845802907508549


