CremonaReference,Discriminant,Point,Height
705a1,8,(-3/2 : 1/8*(-1215*s - 4) : 1),0.189473537408589114116827558


705b1,8,(-17 : 1/2*(141*s + 16) : 1),0.234146810689189242663973095


705c1,5,(1/2*(3*s + 3) : 3*s + 7 : 1),0.388929694875381938666697795


705c2,-7,(-3 : 1/2*(15*s - 1) : 1),0.882159607280515372248850100


705d1,-3,(-2 : 1/2*(-5*s + 1) : 1),0.247609862549114388780712080


705e1,1,(3 : -3 : 1),0.0936582863370563423899996990


705f1,21,(1/2*(5*s + 45) : -20*s - 98 : 1),0.431567996738913754449897838


705f2,21,(1/2*(-5*s - 7) : -5*s - 40 : 1),0.215783998369456877224948919


705f3,21,(-20 : 1/2*(-25*s + 19) : 1),0.431567996738913754449897838


705f4,61,(1/2*(5*s + 3) : 1/2*(-25*s - 145) : 1),0.737779363210555479802020648


