CremonaReference,Discriminant,Point,Height,Provable
2590a1,-7,(1/2*(5*s + 7) : 5*s + 12 : 1),0.256763487464195932102516371,0

2590a2,8,(-6 : 1/2*(-35*s + 6) : 1),0.501169719169585281496364343,0

2590b1,5,(6 : -8*s - 3 : 1),0.107921941611406019771370279,0

2590c1,24,(-1 : 50*s : 1),0.507596645747900871009863082,0

2590c2,21,(7/3 : 1/9*(1120*s - 15) : 1),0.812260342634891080651149246,0

2590c3,-995,(43 : -128*s - 22 : 1),1.37922497333105867850086343,0

2590d1,28,(6 : 1/2*(-5*s - 6) : 1),0.324179388316579740144719131,0

2590e1,-4,(5*s - 3 : 10*s - 34 : 1),0.250092179223374226637236378,0

2590e2,-19,(-22 : 1/2*(-5*s + 21) : 1),0.679487055180843892767819841,0

2590f1,NA,NA,E1,NA

