CremonaReference,Discriminant,Point,Height,Provable
2226a1,444,(38 : -56*s - 19 : 1),1.60952420388594773480181475,0

2226b1,-19,(6 : 48*s - 3 : 1),0.828479464661211031954397736,0

2226b2,113,(1/2*(9*s + 61) : 18*s + 311 : 1),0.480593946979695084380986231,0

2226b3,665,(49 : 1/2*(-27*s - 49) : 1),1.07821610184887514618369880,0

2226b4,-295,(1/5 : 1/50*(-1113*s - 5) : 1),0.883985142757237841168932247,0

2226c1,17,(1/2*(-3*s + 15) : 3*s - 36 : 1),0.340450925054836045926868331,0

2226c2,28,(2*s + 18 : 15*s - 79 : 1),0.487135803538888182853907634,0

2226d1,-7,(1/2*(-3*s + 3) : 3*s - 6 : 1),0.181176611438783517689789539,0

2226d2,-7,(5 : 1/2*(-9*s - 5) : 1),0.362353222877567035379579078,0

2226e1,-7,(1/2*(-s + 9) : 1/2*(-3*s + 5) : 1),0.657707941148366353790886320,0

2226e2,57,(-s + 5 : 1/2*(5*s - 51) : 1),0.469098867631596431468634722,0

2226e3,-15,(-16 : 1/2*(-7*s + 15) : 1),0.673153233904056660834481377,0

2226e4,-87,(-8/3 : 1/18*(-53*s + 15) : 1),0.835796478705285101805426600,0

2226f1,-3,(-7*s + 2 : -14*s - 12 : 1),0.123490536633381493853350673,0

2226g1,NA,NA,E1,NA

2226g2,293,(23 : 13824*s - 12 : 1),2.62496867384001003431288642,0

2226h1,-47,(-2*s - 5 : -46*s + 57 : 1),0.320869942396073425257138198,0

2226i1,-4,(1/2*(-9*s + 16) : 1/2*(45*s - 54) :  1),0.151065271640793665715755151,0


2226i2,-4,(13 : 1/2*(-81*s - 14) : 1),0.302130543281587331431510301,0

2226j1,1,(56 : 350 : 1),0.0275864276148774672036995999,0

