CremonaReference,Discriminant,Point,Height
1815a1,-132,(-16 : 1/2*(11*s + 16) : 1),0.325078210998281531387058286


1815a2,-35,(1/2*(s - 29) : -14 : 1),0.511130758644920203510710177


1815a3,-35,(-27 : 1/2*(-121*s + 27) : 1),1.02226151728984040702142035


1815a4,-11,(1/2*(-11*s - 43) : -201 : 1),0.416518489219324952944595508


1815a5,77,(17 : 1/2*(-165*s - 17) : 1),0.344589038412044577656737144


1815a6,-11,(1/2*(-11*s + 23) : -33*s + 327 : 1),0.208259244609662476472297755


1815a7,93,(39 : 1/2*(1331*s - 39) : 1),3.35843719479542629947490044


1815a8,77,(28 : -99*s - 14 : 1),0.689178076824089155313474288


1815b1,5,(1/2*(5*s + 7) : 1/2*(-15*s - 27) : 1),0.448193861843465443245483546


1815b2,-3,(-2 : 1/2*(15*s + 1) : 1),0.385075973956506779109397022


1815c1,44,(-12 : 1/2*(55*s + 12) : 1),0.694774699830873244118035543


1815c2,33,(21 : 1/2*(165*s - 21) : 1),0.385075973956506779109397022


1815d1,1,(-6 : -23 : 1),0.0912856499120989298478448114


1815d2,1,(27 : 187 : 1),0.273856949736296789543534434


1815e1,-143,(-37 : 1/2*(99*s - 1) : 1),0.686978593464921624282643730


1815e2,-143,(-26 : 1/2*(-2475*s - 1) : 1),1.87868306740800137308148321


