CremonaReference,Discriminant,Point,Height
1716a1,5,(-1 : -33*s : 1),0.453216830064444090306735991


1716a2,8,(-16 : -33*s : 1),0.326055654933923925655806794


1716b1,-119,(-7 : 297*s : 1),1.23228300198350197001841901


1716b2,-503,(1/2*(3*s + 151) : 69*s - 1929 : 1),1.63175308152382958089231066


1716b3,NA,NA,E1


1716b4,-3,(20 : -52734*s : 1),3.75951023946429595782684282


1716c1,13,(3*s + 20 : -48*s - 39 : 1),0.0424995373649854592479611806


1716c2,1,(68 : 78 : 1),0.0849990747299709184959223612


