CremonaReference,Discriminant,Point,Height,Provable
1728a1,12,(1/2*(s + 2) : 1/2*(-s - 6) : 1),0.301108962101983319895331227,1

1728a2,-120,(-6 : -3/2*s : 1),0.405591086974305692884759865,0

1728a3,40,(4 : 3/2*s : 1),0.135197028991435230961586621,0

1728a4,-120,(-12 : -9/2*s : 1),0.135197028991435230961586621,0

1728b1,-8,(-10 : -12*s : 1),0.0595185972525088681399142933,0

1728c1,-8,(-1/2*s : 1/2*(s - 4) : 1),0.161611295373157573595569774,1

1728d1,24,(6 : -9/2*s : 1),0.230591702931316285494537196,0

1728e1,24,(-2 : 8*s : 1),0.0771071400533846293533047732,0

1728e2,1,(-2 : -64 : 1),0.847819441573721725140311436,0

1728e3,-312,(6 : -36*s : 1),0.778006288730929912401852839,0

1728f1,24,(4 : -2*s : 1),0.150106895213291664510621188,1

1728f2,-8,(-12 : 18*s : 1),0.150106895213291664510621188,0

1728g1,24,(-6 : -18*s : 1),0.238074389010035472559657174,0

1728h1,8,(2 : 3/2*s : 1),0.230591702931316285494537196,1

1728i1,-24,(-6 : 9/2*s : 1),0.230591702931316285494537196,0

1728j1,-8,(-10 : 16*s : 1),0.231321420160153888059914320,0

1728j2,-8,(6 : 72*s : 1),0.0771071400533846293533047732,0

1728j3,104,(-2 : -12*s : 1),0.778006288730929912401852839,0

1728k1,8,(-4 : -6*s : 1),0.0312421238459348089759012386,0

1728l1,-24,(12 : -18*s : 1),0.0312421238459348089759012386,0

1728m1,-24,(-4 : -2*s : 1),0.150106895213291664510621188,1

1728m2,-24,(-12 : 6*s : 1),0.450320685639874993531863564,0

1728n1,-3,(-6 : 8*s : 1),0.170724129021469540956776460,1

1728o1,-3,(6 : 24*s : 1),0.292341859158744935830619895,0

1728p1,-24,(6 : -18*s : 1),0.238074389010035472559657174,0

1728q1,8,(0 : 9/2*s : 1),0.196028067907168114260312929,0

1728r1,-24,(0 : -1/2*s : 1),0.196028067907168114260312929,1

1728s1,8,(10 : 16*s : 1),0.231321420160153888059914320,0

1728s2,-104,(2 : -12*s : 1),0.778006288730929912401852839,0

1728s3,8,(-6 : -72*s : 1),0.0771071400533846293533047732,0

1728t1,-8,(4 : 6*s : 1),0.0312421238459348089759012386,0

1728u1,24,(-12 : -18*s : 1),0.0312421238459348089759012386,0

1728v1,-40,(-2 : -1/2*s : 1),0.405591086974305692884759865,1

1728v2,-40,(-4 : 3/2*s : 1),0.135197028991435230961586621,0

1728v3,12,(1/2*(-3*s + 6) : 1/2*(9*s - 18) : 1),0.301108962101983319895331227,0

1728v4,120,(12 : -9/2*s : 1),0.135197028991435230961586621,0

1728w1,12,(6 : 4*s : 1),0.170724129021469540956776460,0

1728x1,8,(10 : -12*s : 1),0.0595185972525088681399142933,0

1728y1,1,(18 : 72 : 1),0.170724129021469540956776460,0

1728z1,-8,(0 : -9/2*s : 1),0.196028067907168114260312929,0

1728ba1,24,(1/2*s : -1/2*s : 1),0.187765072550969477849777687,1

1728bb1,-24,(2 : -8*s : 1),0.0771071400533846293533047732,0

1728bb2,-39,(3*s - 15 : -18*s - 90 : 1),0.652100387649154065726274590,0

1728bb3,312,(-6 : -36*s : 1),0.778006288730929912401852839,0

