CremonaReference,Discriminant,Point,Height,Provable
2842a1,-91,(-40 : 49*s + 20 : 1),0.711217623948949446952959120,0

2842a2,-84,(-26 : -686*s + 13 : 1),0.457396243879836232787105765,0

2842b1,21,(-17 : -1029*s + 8 : 1),1.11996407245642942173309937,0

2842b2,NA,NA,E1,NA

2842c1,-7,(2 : -7*s - 1 : 1),0.0424203078399298497667770518,0

2842d1,-119,(27 : 1/2*(-49*s - 27) : 1),1.35635834656643050612680559,0

2842d2,917,(34 : 49*s - 17 : 1),1.11660642728100516985364780,0

2842e1,1,(32 : 180 : 1),0.344312215751840299804687411,0

2842e2,629,(-10 : 49*s + 5 : 1),2.67047962154320050446496762,0

2842f1,-203,(-3 : 1/2*(49*s + 3) : 1),0.322496218002785235709797427,0

