CremonaReference,Discriminant,Point,Height
1734a1,-3,(-2 : -3*s + 1 : 1),0.243459317192503940246711161


1734a2,-3,(-10 : -8*s + 5 : 1),0.324612422923338586995614880


1734b1,85,(-16 : 323*s + 8 : 1),2.06203118747651158410290669


1734b2,65,(-33 : 1/2*(-867*s + 33) : 1),3.01627824047736091755181506


1734b3,-119,(-33 : 1/2*(-867*s + 33) : 1),0.871911894392361196058689779


1734b4,-187,(-16 : -1020*s + 8 : 1),1.82304514334258355704083039


1734c1,13,(-2*s + 2 : -4*s - 24 : 1),0.421995016397170773699400363


1734c2,17,(3*s + 18 : -27*s + 93 : 1),0.272974084946304877635690021


1734c3,-4,(-16 : -459*s + 8 : 1),0.461503388858603691831083162


1734c4,-863,(-s - 82 : 1/2*(-3*s - 913) : 1),1.14734178540274382375786307


1734d1,-51,(18 : 34*s - 9 : 1),0.118973666511340192024430957


1734e1,-3,(1 : -2*s - 1 : 1),0.118973666511340192024430957


1734f1,17,(24 : 1/2*(867*s - 25) : 1),0.545948169892609755271380042


1734f2,NA,NA,E1


1734f3,NA,NA,E1


1734f4,NA,NA,E1


1734g1,17,(-10 : 1/2*(-51*s + 9) : 1),0.143253892940880071476274413


1734g2,17,(24 : 1/2*(-153*s - 25) : 1),0.286507785881760142952548826


1734h1,-51,(-27 : -51*s + 13 : 1),0.243459317192503940246711161


1734h2,-51,(-27 : 340*s + 13 : 1),0.730377951577511820740133482


1734i1,85,(-16 : 1/2*(153*s + 15) : 1),0.764002658700622672255616416


1734i2,-187,(1 : 102*s - 1 : 1),0.750656408968506985757517144


1734i3,-595,(-50 : 1/2*(-867*s + 49) : 1),0.456842079446330806172546305


1734i4,-187,(18 : 1/2*(-459*s - 19) : 1),0.375328204484253492878758572


1734i5,NA,NA,E1


1734i6,NA,NA,E1


1734j1,-4,(-3 : -72*s + 1 : 1),0.251084218807914011633769744


1734j2,NA,NA,E1


1734k1,204,(1 : -34*s - 1 : 1),1.13170993392300585925279495


1734l1,-68,(-44 : 1224*s + 22 : 1),0.251084218807914011633769744


1734l2,NA,NA,E1


1734m1,12,(-3/2 : 1/8*(17*s + 6) : 1),0.330596183393755812219298407


