CremonaReference,Discriminant,Point,Height,Provable
1264a1,-4,(0 : 2*s : 1),0.329352174745753013057597375,0

1264b1,-8,(-12 : -8*s : 1),0.405691933254193476893204352,0

1264b2,-8,(12 : -32*s : 1),1.21707579976258043067961305,0

1264b3,993,(-2/3 : 874/9*s : 1),5.78361021733860917881111340,0

1264c1,-4,(1 : -s : 1),0.130402602009103248931561776,1

1264d1,-4,(5 : -16*s : 1),0.0389902803107757176368217714,0

1264e1,-68,(10 : 64*s : 1),0.430592580819732997662963011,0

1264e2,NA,NA,E1,NA

1264f1,8,(8 : -s : 1),0.261029413634526217794464996,0

1264g1,-4,(-2 : 4*s : 1),0.0791687628599412869940703198,0

1264h1,-4,(-2 : 2*s : 1),0.0976642101081869848537455209,0

1264i1,-4,(-2*s - 2 : 2*s - 4 : 1),0.325599747564566559919363138,0

1264i2,76,(2*s + 10 : -8*s - 60 : 1),0.415089396247043128726459930,0

