CremonaReference,Discriminant,Point,Height
1694a1,385,(17 : 1/2*(-11*s - 17) : 1),0.539175872244204657017962854


1694b1,5,(-8 : -77*s + 4 : 1),0.0636588672200597169481113363


1694c1,-3,(-2 : 7*s + 1 : 1),0.150304799542294469466930114


1694d1,33,(-19 : 1/2*(-121*s + 19) : 1),0.791623608817875577364100632


1694d2,165,(14 : 121*s - 7 : 1),0.363164556747270228694516914


1694d3,-143,(25 : 1/2*(-363*s - 25) : 1),1.19417763212471993408588054


1694d4,253,(14 : 847*s - 7 : 1),0.814461737048493713893432913


1694e1,33,(25 : 77*s - 13 : 1),0.150304799542294469466930114


1694f1,-308,(-34 : -11*s + 17 : 1),0.389689685223846565011731915


1694f2,-132,(-12 : 1/2*(-11*s + 12) : 1),0.350778087640522188019136473


1694f3,5,(7*s + 5 : -49*s - 69 : 1),0.530915530377790878805162757


1694f4,748,(9/2 : 1/8*(-77*s - 18) : 1),0.843987537795087514745145215


1694f5,385,(54 : -22*s - 27 : 1),0.208472088407514741433659416


1694f6,1,(-62 : -9629 : 1),3.78773881047925965810260995


1694g1,-11,(-19 : -44*s + 9 : 1),0.246077171984371766526238797


1694g2,-651,(-52 : 1/2*(121*s + 51) : 1),1.82337990611970873588629784


1694h1,-35,(-2 : 1/2*(-s + 1) : 1),0.539175872244204657017962854


1694i1,77,(-5 : -22*s + 2 : 1),0.213224116176974191076054202


1694i2,77,(-38 : 1/2*(385*s + 37) : 1),1.70579292941579352860843362


1694j1,NA,NA,E1
