CremonaReference,Discriminant,Point,Height,Provable
805a1,152,(-29/8 : 1/64*(7889*s - 32) : 1),1.64926160968965936189228374,0

805b1,-4,(3 : 1/2*(-35*s - 4) : 1),0.453595637445658130317693264,0

805b2,-15,(4/3 : 1/18*(-161*s - 21) : 1),0.283207261736808243179006422,0

805c1,-11,(1/2*(7*s - 9) : 1/2*(-7*s + 133) : 1),0.344063365369400848886795348,0

805c2,104,(1/2*(-7*s - 20) : 14*s + 155 : 1),0.581338688980686553932638695,0

805c3,-95,(-4 : 1/2*(-49*s + 3) : 1),1.08545549797901752581101732,0

805c4,12,(25 : 1/2*(-875*s - 26) : 1),0.529846045635841276980139983,0

805d1,5,(4 : 1/2*(-7*s - 1) : 1),0.155743524191676759171183136,0

