CremonaReference,Discriminant,Point,Height
2793a1,-19,(1/2*(-s - 5) : 1/2*(-s + 11) : 1),0.274251881435177489095469348


2793a2,1,(-4 : -8 : 1),0.548503762870354978190938697


2793b1,1,(0 : -5 : 1),0.307663765613831080080919324


2793c1,-3,(1/2*(7*s + 5) : -14*s + 11 : 1),0.460928106010185390751613552


2793c2,-3,(1/2*(-9*s - 19) : 9*s + 49 : 1),0.641221119477336661153729511


2793c3,-595,(-15 : 1/2*(21*s + 15) : 1),0.929357878951136071999767969


2793c4,-3,(1/2*(-7*s - 9) : 1/2*(-119*s + 29) :  1),0.524622749929516670973841552




2793d1,-231,(-8 : 1/2*(-133*s + 7) : 1),0.513814892689517297931566537


2793d2,1,(-64 : -434 : 1),0.476960280676580594012748022


2793e1,-259,(26 : 1/2*(-1197*s - 1) : 1),0.888828353269714178542068374


2793f1,28,(1/2*(7*s + 24) : 1/2*(35*s + 342) :  1),0.521109911563217697185704570




2793f2,489,(15 : 1/2*(-537*s - 1) : 1),5.81458722584913225208337209


2793g1,-7,(2 : 1/2*(63*s - 1) : 1),0.307663765613831080080919324


2793h1,37,(-4 : 1/2*(171*s - 1) : 1),0.888828353269714178542068374


2793i1,21,(1/2*(-7*s - 13) : 14*s + 40 : 1),0.150843870653524301330048284


2793i2,1,(-31 : -58 : 1),0.301687741307048602660096567


2793j1,28,(-3 : 1/2*(-147*s + 2) : 1),0.227919481211849730079504903


2793j2,-699,(-8 : 1/2*(243*s + 7) : 1),2.85974676458886651459566811


2793k1,273,(11 : 1/2*(7*s - 11) : 1),0.940501943769202099650987358


2793k2,-7,(4 : 49*s - 2 : 1),0.818827572406317624802144864


2793l1,-7,(-12 : 1/2*(21*s - 1) : 1),0.0375745927368237528248051112


