CremonaReference,Discriminant,Point,Height,Provable
2032a1,1,(-2 : 4 : 1),0.283504314457921835857997867,0

2032b1,-4,(0 : -24*s : 1),0.431342824271664749369385174,0

2032b2,24,(7 : -127/2*s : 1),0.799244833518961552867993800,0

2032b3,29,(-8 : -1832*s : 1),4.49296995141213697798858422,0

2032c1,12,(1 : 4*s : 1),0.259980439961164167498090054,0

2032d1,-68,(5 : -8*s : 1),0.646599832646618934147475638,0

2032d2,-420,(-35 : -4*s : 1),1.20200677075372554099734687,0

2032d3,-115,(37 : -336*s : 1),3.56369086315949804071393714,0

2032d4,-372,(-2*s - 35 : -8*s - 484 : 1),0.741913037700600637420362518,0

2032e1,-4,(-2*s - 4 : -6*s + 12 : 1),0.585008685859629752991138556,0

2032e2,44,(-2*s + 8 : -8*s + 28 : 1),0.346391211367407251062337596,0

