CremonaReference,Discriminant,Point,Height
2766a1,5,(2 : -27*s - 1 : 1),0.186550097968991510644825487


2766b1,-3,(-4 : 6*s + 2 : 1),0.378554203291764237642819178


2766c1,1,(0 : 3 : 1),0.227666704863358785173989496


2766d1,-23,(3*s - 2 : -3*s - 37 : 1),0.655400184136876131340095353


2766d2,-43,(-23 : -18*s + 11 : 1),1.78176894186660469681920646


2766e1,-3,(-15 : 6*s + 7 : 1),0.556175459456620297663542245


2766f1,1,(-3 : 13 : 1),0.0991307604594621516770123821


2766g1,1,(8 : 23 : 1),0.0676775781368508670446886399


2766h1,1,(12 : -3 : 1),0.0867618248097421448553322851


2766i1,73,(3*s - 13 : -3*s - 46 : 1),0.881874915746574336033977453


2766i2,NA,NA,E1


