CremonaReference,Discriminant,Point,Height,Provable
2598a1,-3,(-8 : 6*s + 4 : 1),0.421251383463535809693897568,0

2598a2,-59,(-2*s + 4 : 9*s + 9 : 1),0.529235570874447712425122550,0

2598b1,5,(2 : -3*s - 1 : 1),0.310846980457011928517378490,0

2598c1,5,(1 : 8*s - 1 : 1),0.351983201278399445975169436,0

2598d1,-3,(-7 : -3*s + 3 : 1),0.130431820423324851311777095,0

2598e1,28,(-1/2*s : 0 : 1),0.753564952824459123397076863,0

2598e2,-3,(-3*s + 1 : 1/2*(-9*s - 1) : 1),0.553079324265606083530577984,0

2598f1,1,(0 : 3 : 1),0.364458830090221892216338022,0

2598f2,12,(s + 18 : 12*s + 15 : 1),0.182229415045110946108169011,0

