CremonaReference,Discriminant,Point,Height
2604a1,-3,(3 : 6*s : 1),0.268567017663757643391913339


2604b1,-3,(3 : 7*s : 1),0.344072522212791088182893619


2604b2,-3,(2*s - 2 : 4*s - 18 : 1),0.172036261106395544091446809


2604c1,-39,(3 : -189*s : 1),0.810080527427622222960119096


2604c2,1,(-68 : 486 : 1),0.442703184167628982683665541


2604d1,12,(4 : 49/2*s : 1),0.364054236903096297732812317


2604e1,-587,(-3*s - 10 : -9*s - 114 : 1),1.05586854165469960438385107


2604e2,-8,(-3 : 837/2*s : 1),0.711822622564153560150093090


2604f1,-31,(3*s - 8 : 8*s - 93 : 1),0.580365165986729580379332250


2604f2,8,(7*s + 12 : 35*s - 126 : 1),0.579524776660373978299415673


2604f3,-451,(-59 : 31*s : 1),1.40743621228459786779748595


2604f4,-168,(-18 : 93*s : 1),1.37300755273531796100786392


