CremonaReference,Discriminant,Point,Height
170a1,5,(-s : -3 : 1),0.0512836359919704024228670003


170a2,1,(-1 : 5 : 1),0.102567271983940804845734001


170b1,21,(5*s + 6 : -35*s + 144 : 1),0.378095945912788891410717400


170b2,13,(-5*s + 8 : -25*s - 182 : 1),0.237953072817183998574880484


170b3,-83,(3 : -20*s - 2 : 1),1.05822583403899001746355336


170b4,13,(31 : -170*s - 16 : 1),0.900934257090794120963195726


170c1,17,(6 : 10*s - 3 : 1),0.0842427506221853871690680949


170c2,-7,(-2 : 170*s + 1 : 1),0.0458207852817410660881366592


170d1,5,(-s : 2 : 1),0.151770604044077761954268086


170d2,5,(11 : -17*s - 6 : 1),0.202360805392103682605690782


170e1,-4,(-2 : 1/2*(s + 2) : 1),0.138169166520359472793040979


