CremonaReference,Discriminant,Point,Height,Provable
2730a1,21,(12 : -208*s - 6 : 1),0.871557923242224530717662122,0

2730a2,-19,(-32 : 546*s + 16 : 1),0.511983678569257343143289252,0

2730a3,NA,NA,E1,NA

2730a4,-395,(-26 : -351*s + 13 : 1),1.99494790837312154782737196,0

2730b1,-3,(10 : 56*s - 5 : 1),0.358464292922568001310722333,0

2730b2,-23,(15 : 1/2*(273*s - 15) : 1),1.17581709469521398329426075,0

2730b3,-728,(50 : 189*s - 25 : 1),3.10761674925759131443063632,0

2730b4,-15,(21 : 1/2*(343*s - 21) : 1),0.397160195652033087755669203,0

2730c1,497,(1 : 1/2*(975*s - 1) : 1),1.25336312880707747017950431,0

2730c2,NA,NA,E1,NA

2730c3,NA,NA,E1,NA

2730c4,332,(66 : 6825*s - 33 : 1),1.21740952901870197676177980,0

2730d1,-3,(2/3 : 1/9*(160*s - 3) : 1),0.512498373271760856985539809,0

2730d2,-119,(1/2*(-s - 87) : 1/2*(s + 173) : 1),0.633110810928724228976597174,0

2730d3,-11,(-14 : -910*s + 7 : 1),1.73162650983139060247951279,0

2730d4,-3,(4 : -315*s - 2 : 1),0.128124593317940214246384952,0

2730e1,197,(30 : -168*s - 15 : 1),1.20743934458543292491387698,0

2730e2,5,(-22 : 2106*s + 11 : 1),0.168450703064776895778599627,0

2730f1,-7,(1/2*(5*s + 3) : -5*s + 8 : 1),0.145148469548465220418908654,0

2730f2,1,(9 : -22 : 1),0.290296939096930440837817307,0

2730f3,-20,(1/2*(7*s + 8) : 1/2*(63*s - 144) :  1),0.145148469548465220418908654,0


2730f4,140,(1/2*(-s + 88) : 7*s + 48 : 1),0.145148469548465220418908654,0

2730g1,5,(-18 : -288*s + 9 : 1),0.483194261857668900408471003,0

2730g2,17,(17 : 1/2*(441*s - 17) : 1),0.654480946216909852052163496,0

2730h1,-7,(1/2*(-3*s + 1) : 1/2*(-3*s - 11) : 1),0.242460871325999875636446686,0

2730h2,105,(-s - 2 : 1/2*(-3*s - 33) : 1),0.429723512472702664670131137,0

2730h3,-3,(-7*s + 2 : 42*s + 41 : 1),0.242460871325999875636446686,0

2730h4,21,(s + 26 : 9*s - 55 : 1),0.242460871325999875636446686,0

2730i1,1,(-97/4 : -215993/8 : 1),1.35475852628729166326492953,0

2730i2,749,(-110 : 1911*s + 55 : 1),2.48674196502811413940173468,0

2730j1,5,(-8 : -6*s + 4 : 1),0.221651731775356389088426924,0

2730j2,-4,(0 : 27*s : 1),0.374229452784447884386043991,0

2730k1,NA,NA,E1,NA

2730k2,268,(101/2 : 1/8*(-382725*s - 206) : 1),1.95923959580156609934395782,0

2730k3,NA,NA,E1,NA

2730k4,NA,NA,E1,NA

