CremonaReference,Discriminant,Point,Height
1455a1,13,(1/2*(5*s + 11) : 10*s - 43 : 1),0.469298722854077558046262088


1455b1,-83,(-24 : 1/2*(15*s - 1) : 1),1.07273272799567404686480559


1455c1,77,(39 : 1/2*(-225*s - 39) : 1),0.766758922559264329265103197


1455c2,812,(27/2 : 1/8*(-375*s - 54) : 1),1.35735230469282223407853266


1455d1,5,(3*s + 2 : 1/2*(-9*s - 17) : 1),0.422713392567255196860234483


1455d2,-3,(-5*s - 2 : 1/2*(25*s + 37) : 1),0.306921681266098048552173572


1455e1,NA,NA,E1


1455f1,1,(-1 : -8 : 1),0.0719514324654221722038269295


