CremonaReference,Discriminant,Point,Height,Provable
874a1,-4,(1/2 : 1/8*(19*s - 2) : 1),0.289782200151136266651094365,0

874b1,37,(-22 : -152*s + 11 : 1),0.531687800275117518130727405,0

874c1,76,(0 : -s : 1),0.310350957834453225766919758,0

874d1,1,(-2 : 2 : 1),0.242315259511050741069811741,0

874e1,-7,(s + 2 : 8*s - 25 : 1),0.473083797737032216412351614,0

874e2,-536,(-23 : 1/2*(-361*s + 22) : 1),1.77267900382288519995093120,0

874f1,-183,(2*s - 32 : 18*s - 279 : 1),0.754047111253747395868940196,0

874f2,NA,NA,E1,NA

