CremonaReference,Discriminant,Point,Height
1299a1,1,(57 : -20 : 1),0.189286113683381326100777228


1299b1,-68,(0 : -9/2*s : 1),0.953885719009246467098060648


1299b2,-296,(1/2*(3*s - 66) : 3*s - 246 : 1),0.995954427694841752366838947


1299b3,NA,NA,E1


1299b4,-407,(3*s - 18 : 1/2*(-39*s + 1095) : 1),0.784579277660534831557379643


1299c1,24,(1/2*(s - 2) : -1 : 1),0.680438753661540478610718905


1299c2,-4,(-3/2*s : 5*s + 6 : 1),0.379028109032030497601182071


1299d1,1,(0 : -2 : 1),0.211424919360090880915473653


