CremonaReference,Discriminant,Point,Height
2464a1,-4,(7 : 14*s : 1),0.243722248751453455351351216


2464b1,8,(1 : -11/2*s : 1),0.384572643661455665180672607


2464b2,5,(-7*s + 7 : 35*s + 91 : 1),0.460499550510415730056645140


2464c1,-24,(1/2*(s - 2) : 1/2*(-s + 8) : 1),0.283888737349636930251247780


2464c2,-24,(-5 : -s : 1),0.567777474699273860502495560


2464d1,-8,(5/2 : -77/8*s : 1),0.307039793390532872472817142


2464d2,-8,(-3 : -77/2*s : 1),0.614079586781065744945634283


2464e1,-11,(11 : 484*s : 1),1.02403301122613656346707178


2464f1,5,(s + 3 : -2*s - 8 : 1),0.658221145554778630115691348


2464f2,8,(-2*s + 1 : 4*s + 4 : 1),0.442335527594001555593177618


2464g1,8,(-5/2 : -77/8*s : 1),0.307039793390532872472817142


2464g2,8,(3 : -77/2*s : 1),0.614079586781065744945634283


2464h1,1,(-7 : 28 : 1),0.243722248751453455351351216


2464i1,-8,(-12 : -11*s : 1),0.384572643661455665180672607


2464i2,-56,(-14 : -7*s : 1),0.789794589137861823945334111


2464j1,44,(-11 : 242*s : 1),1.02403301122613656346707178


2464k1,-8,(1/2*(s - 4) : 1/2*(3*s + 4) : 1),0.269370656948944463452670225


2464k2,1,(11 : 28 : 1),0.538741313897888926905340449


2464l1,12,(1/2*(-s + 4) : 1/2*(-s + 10) : 1),0.319618862345048686255221625


2464l2,8,(s + 5 : -4*s + 4 : 1),0.441006912413011585938107618


