CremonaReference,Discriminant,Point,Height
2289a1,-3,(1/2*(-5*s - 3) : 5*s + 9 : 1),0.740509524600241546810304168


2289a2,-3,(1/2*(3*s - 19) : -9 : 1),0.400070302790433874756972416


2289a3,-715,(-41 : 1/2*(-3*s + 41) : 1),1.39602819556846920213822704


2289a4,-3,(-3*s - 8 : 1/2*(15*s + 115) : 1),0.800140605580867749513944832


2289b1,1,(9 : -5 : 1),0.144682180025999463020120202


2289c1,-3,(1/2*(s + 3) : 1/2*(s + 5) : 1),0.541150305798813526576065944


2289c2,21,(s + 1 : 1/2*(-5*s + 1) : 1),0.386271801619981873187319980


2289d1,-228,(-22 : 1/2*(7*s + 22) : 1),1.17680582429388006770474997


2289d2,-15,(19 : 1/2*(-147*s - 19) : 1),0.924317392500626452276349167


2289d3,12,(-25/16 : 1/128*(-6867*s + 100) : 1),1.06195850854800556409921326


2289d4,-183,(15 : 1/2*(49*s - 15) : 1),1.09456448596220046154068276


