CremonaReference,Discriminant,Point,Height
2484a1,-3,(6 : -9*s : 1),0.137452308087135396317834799


2484b1,-483,(-12 : -s : 1),0.312513699881964515154364906


2484c1,-24,(-3 : 9*s : 1),0.413150461482047153815359375


2484d1,60,(30 : -69*s : 1),0.443064822610972353561407591


2484e1,1,(-2 : 3 : 1),0.137452308087135396317834799


2484f1,1,(46 : 1 : 1),0.563951044058799985294340616


2484g1,1,(13 : -69 : 1),0.332149392940473564546571983


2484h1,184,(s - 4 : -2*s + 23 : 1),0.553690392319697292358700404


2484h2,-24,(-3/2 : -207/8*s : 1),0.377449907908249764267710901


2484i1,8,(1 : 3*s : 1),0.413150461482047153815359375


2484j1,-552,(-5/2 : 1/8*s : 1),0.553690392319697292358700404


2484j2,8,(-3*s - 4 : -6*s - 9 : 1),0.377449907908249764267710900


