CremonaReference,Discriminant,Point,Height
1430a1,-11,(-12 : -13*s + 6 : 1),0.199302613183202832963308336


1430b1,NA,NA,E1


1430c1,5,(12 : 13*s - 6 : 1),0.178660607430235138574276254


1430c2,5,(4*s + 18 : 30*s - 79 : 1),0.0893303037151175692871381272


1430d1,44,(-21 : 1/2*(25*s + 20) : 1),0.351929367714883115061586112


1430d2,-40,(-21 : 65*s + 10 : 1),0.569336690922605793764132805


1430d3,-235,(29 : 242*s - 15 : 1),0.504170541930044274918528671


1430e1,1,(19 : 3 : 1),0.143550622200614929607186226


1430f1,17,(-9 : 250*s + 4 : 1),1.09121554921621714441868900


1430f2,273,(-23/3 : 1/9*(2200*s + 30) : 1),0.615063846000842777560023420


1430g1,-35,(2*s - 2 : -24 : 1),0.675449555165700053409470525


1430g2,-24,(8 : 11*s - 4 : 1),0.661050766470162691110925058


1430g3,-68,(1/2*(-5*s - 38) : 1/2*(15*s + 334) :  1),0.454352542888276424825164517




1430g4,-68,(18 : 1/2*(325*s - 18) : 1),0.861665604293020633035483010


1430h1,17,(11 : 528*s - 6 : 1),1.14802477758161401693405773


1430h2,105,(35 : -1716*s - 18 : 1),1.76008973212149980041922304


1430h3,920,(-53 : 650*s + 26 : 1),4.34338826858530816881223426


1430h4,NA,NA,E1


1430i1,-4,(1/2*(5*s + 4) : 1/2*(-15*s - 8) : 1),0.121997851155686810878587203


1430i2,-4,(3 : 1/2*(-25*s - 4) : 1),0.243995702311373621757174406


1430j1,5,(8 : 1/2*(13*s - 9) : 1),0.226203532037562827998185936


1430k1,1,(71 : -556 : 1),0.0876587952861982614932119111


