CremonaReference,Discriminant,Point,Height
1449a1,-115,(-4 : 1/2*(49*s - 1) : 1),0.481073721402277042249287473


1449b1,1,(-15 : -74 : 1),0.0591620247635060691700218295


1449c1,24,(-11/2 : 1/8*(207*s - 4) : 1),0.202955533859107218237692368


1449d1,1,(2 : -5 : 1),0.228829102696593345194703432


1449e1,5,(1/2*(-3*s - 1) : 1/2*(-3*s - 13) : 1),0.541290183746632667482290813


1449e2,-11,(1/2*(-3*s - 7) : 1/2*(-3*s - 37) :  1),0.536964915745674943433651936




1449e3,-19,(-21 : 1/2*(7*s + 21) : 1),0.730243521521948245058732170


1449e4,-11,(-1 : 1/2*(23*s + 1) : 1),0.589207726497617420854885604


