CremonaReference,Discriminant,Point,Height
2646a1,-3,(-8 : -3*s + 4 : 1),0.294927533224531259462629110


2646a2,-3,(4 : -18*s - 2 : 1),0.393236710966041679283505479


2646b1,-3,(4 : 144*s - 2 : 1),0.682448912095229455890868725


2646c1,924,(-26 : 42*s + 13 : 1),1.22666952709322634821187905


2646d1,-35,(-12 : 294*s + 6 : 1),0.107960016927847211344317715


2646e1,8,(4 : 1/2*(9*s - 4) : 1),0.441251825265566415033635120


2646e2,57,(13 : 1/2*(-9*s - 13) : 1),0.739966363827826081532473765


2646f1,-168,(-40 : 7*s + 20 : 1),0.314660757246013276783085629


2646f2,-203,(44 : 49*s - 22 : 1),1.02358211349360503155539281


2646f3,177,(-5 : 1/2*(441*s + 5) : 1),1.53948922146019606663026915


2646g1,-84,(2 : 1/2*(7*s - 2) : 1),0.0771071400533846293533047732


2646g2,-56,(2 : 7*s - 1 : 1),0.847819441573721725140311436


2646g3,273,(-5 : 1/2*(63*s + 5) : 1),0.778006288730929912401852839


2646h1,28,(-3/2 : 1/8*(1029*s + 6) : 1),0.307135319504562913652259458


2646i1,105,(16 : -42*s - 8 : 1),0.596061238285090788299311605


2646i2,21,(-26 : -126*s + 13 : 1),0.393236710966041679283505479


2646j1,5,(2 : -42*s - 1 : 1),0.107960016927847211344317715


2646k1,-56,(1/2*(7*s - 24) : -14*s - 43 : 1),0.441251825265566415033635119


2646k2,-651,(-26 : -63*s + 13 : 1),0.810114836763087523480606081


2646l1,-168,(2 : 7*s - 1 : 1),0.551087436895617333937945855


2646l2,NA,NA,E1


2646l3,1,(-5 : -218 : 1),0.424276273106023582902495598


2646m1,-7,(-12 : -21*s + 6 : 1),0.0644941425616849735348991442


2646n1,21,(-26 : 1008*s + 13 : 1),0.682448912095229455890868725


2646o1,-3,(-8 : 18*s + 4 : 1),0.233367750339709869961412117


2646p1,-15,(-5 : -126*s + 2 : 1),0.107960016927847211344317715


2646q1,168,(9 : 1/2*(-7*s - 10) : 1),0.441251825265566415033635120


2646q2,133,(30 : 1/2*(21*s - 31) : 1),0.739966363827826081532473765


2646r1,1,(51 : 366 : 1),0.179845539146890006425168925


2646r2,56,(-5 : 63*s + 2 : 1),0.551087436895617333937945855


2646r3,NA,NA,E1


2646s1,21,(-s + 2 : s - 12 : 1),0.294927533224531259462629109


2646s2,-7,(-3*s + 2 : 6*s - 12 : 1),0.0983091777415104198208763697


2646t1,1,(23 : 72 : 1),0.0426530570059518409931792952


2646u1,1,(9 : 16 : 1),0.0583419375849274674903530293


2646v1,1,(51 : 317 : 1),0.176712578216122945230756332


2646v2,1,(51 : 170 : 1),0.530137734648368835692268994


2646v3,408,(-47 : -147*s + 23 : 1),1.56417881100884998253705615


2646w1,-84,(1/2*(7*s - 24) : 1/2*(21*s - 430) :  1),0.561112086300470983627597679




2646w2,-7,(9 : -42*s - 5 : 1),0.393236710966041679283505479


2646x1,-7,(9 : -336*s - 5 : 1),0.682448912095229455890868725


2646y1,12,(11/2 : 1/8*(-441*s - 26) : 1),0.397993926382020336433649887


2646z1,-35,(-12 : 1/2*(49*s + 11) : 1),0.892412553837071037118573285


2646ba1,105,(37 : 882*s - 19 : 1),0.107960016927847211344317715


2646bb1,28,(9 : 7*s - 5 : 1),0.231321420160153888059914320


2646bb2,-91,(2 : 1/2*(-21*s - 3) : 1),0.778006288730929912401852839


2646bb3,28,(-5 : 1/2*(63*s + 4) : 1),0.0771071400533846293533047732


2646bc1,-24,(-1 : -1/2*s : 1),0.441251825265566415033635120


2646bc2,-4,(-7 : -3*s + 3 : 1),0.188673035234592405737837412


2646bd1,-84,(11/2 : 1/8*(-3087*s - 26) : 1),0.307135319504562913652259458


