CremonaReference,Discriminant,Point,Height
2338a1,-3,(-4 : -14*s + 2 : 1),0.447964339060363895619112288


2338a2,5,(-8 : -28*s + 4 : 1),0.630983509760656607911311376


2338b1,77,(13 : -16*s - 7 : 1),0.494201721692707938774817930


2338c1,-8,(-13 : 4*s + 6 : 1),0.446817835178602603149827135


2338d1,5,(2 : 4*s - 1 : 1),0.446003373665785234449714297


2338e1,-7,(1/2*(-s + 3) : 1 : 1),0.347447631628215848849153391


2338e2,8,(1/2*(-3*s + 4) : -2*s - 13 : 1),0.422465820150368968631265357


2338f1,-835,(-34 : 7*s + 17 : 1),0.448955947438398405442472612


2338g1,1,(7 : -3 : 1),0.179057248092087887952761510


2338h1,-7,(-s + 4 : 4*s - 6 : 1),0.507486545346040594298679089


2338h2,77,(s + 5 : 1/2*(3*s + 43) : 1),0.461773804418796148296359669


