CremonaReference,Discriminant,Point,Height
1690a1,-195,(4/3 : 1/9*(-52*s - 6) : 1),0.407241420364469667341745031


1690a2,-39,(-29 : 1/2*(-169*s + 29) : 1),0.472057227704632454396922482


1690a3,-728,(-16 : 234*s + 8 : 1),2.86310927845240243850967039


1690a4,-39,(10 : 169*s - 5 : 1),0.236028613852316227198461241


1690b1,13,(10 : 1625*s - 5 : 1),0.333767642074457398998374767


1690b2,NA,NA,E1


1690c1,156,(1 : -13*s - 1 : 1),0.614815277287637506376760159


1690c2,13,(1 : 65*s - 1 : 1),0.343874798366652687273078227


1690d1,17,(1/2*(-5*s + 13) : -5*s + 33 : 1),0.381614381974091335812289437


1690d2,12,(-4 : -25*s + 2 : 1),0.554668708601084716314696736


1690e1,-611,(18 : -195*s - 9 : 1),1.31192956983533681246326625


1690e2,-39,(-8 : 780*s + 4 : 1),1.36293397254926722795975876


1690f1,780,(41/2 : 1/8*(65*s - 82) : 1),0.800337299227106072751382266


1690f2,-179,(2*s + 48 : -9*s - 537 : 1),1.29030003876166615738367842


1690f3,-455,(40 : 91*s - 20 : 1),2.14841581298794363203411378


1690f4,-884,(-63/2 : 1/8*(-845*s + 126) : 1),1.00900399256529565652367569


1690g1,1,(-29 : -116 : 1),0.0370852935638285998887083075


1690g2,-263,(4*s - 1 : 188*s - 854 : 1),0.859896814698865470060759098


1690h1,1,(2 : 0 : 1),0.257906098774989515454808670


1690h2,-39,(-s + 1 : -s + 6 : 1),0.0859686995916631718182695564


1690i1,-91,(-8 : 1/2*(-65*s + 7) : 1),1.04991432989992514751947826


1690i2,156,(-47 : -325*s + 23 : 1),0.554668708601084716314696736
