CremonaReference,Discriminant,Point,Height,Provable
2046a1,-11,(s + 3 : -3*s - 7 : 1),0.317759661557810112454952752,0

2046b1,101,(-10 : 186*s + 5 : 1),1.32491299383487637762970898,0

2046b2,104,(34 : 162*s - 17 : 1),0.947014205498251272926458946,0

2046c1,341,(26 : 108*s - 13 : 1),0.617112388832576225155646026,0

2046d1,33,(1/2*(3*s + 7) : s + 23 : 1),0.231819214802595145172096229,0

2046d2,-8,(1/2*(-11*s - 8) : 46 : 1),0.115909607401297572586048115,0

2046e1,-3,(2*s + 7 : 10*s - 7 : 1),0.103170135227962753442048136,0

2046e2,1,(5 : 195 : 1),0.206340270455925506884096270,0

2046f1,8,(3*s + 5 : 3*s + 18 : 1),0.334984905948026520609151250,0

2046f2,5,(-8 : 1/2*(99*s + 7) : 1),0.470143897148496852654748834,0

2046g1,129,(-s + 22 : 2*s - 109 : 1),0.768792634926614808664772395,0

2046g2,697,(2*s + 31 : -26*s + 627 : 1),1.22302526591597672786719003,0

2046g3,17,(-31 : -330*s + 15 : 1),1.57446358115743893272748118,0

2046g4,NA,NA,E1,NA

2046g5,-391,(-25 : -93*s + 12 : 1),1.51092839358920197563364975,0

2046g6,65,(7 : 279*s - 4 : 1),1.77912963687577845187096054,0

2046h1,-11,(-7 : 1/2*(-27*s + 7) : 1),0.426443334524316417329714235,0

2046i1,-15,(-s + 1 : -s + 1 : 1),0.564893306865289880395494346,0

2046i2,5,(-3*s + 5 : 6*s - 22 : 1),0.513058080818325115804313737,0

2046i3,-51,(7 : 1/2*(-31*s - 7) : 1),0.798297344670963175158696085,0

2046i4,12,(1/2*(-3*s + 18) : 1/2*(21*s + 54) :  1),0.355951283944879411399599961,0


2046j1,1,(26 : 2099 : 1),0.0453714016388891523701227292,0

2046j2,1,(-36 : -1071 : 1),0.0907428032777783047402454584,0

