CremonaReference,Discriminant,Point,Height
2064a1,12,(-s + 10 : 5*s - 18 : 1),0.212081336350550301692087990


2064b1,-3,(-6*s - 4 : 78*s + 18 : 1),0.193877530398441811433133993


2064c1,-4,(3*s : -3*s + 6 : 1),0.250343811523603741808304657


2064d1,24,(1/2*(s + 6) : 1/2*(s + 14) : 1),0.305061624674090291060294300


2064d2,28,(8 : -s : 1),0.407181583139033838548214844


2064e1,-516,(-8 : -16*s : 1),0.420096683838441943875567024


2064e2,NA,NA,E1


2064f1,12,(8 : 4*s : 1),0.318104051606706867545742298


2064f2,-20,(-2*s + 8 : -8*s + 28 : 1),0.312581341218332243496552932


2064g1,8,(2 : 9*s : 1),0.236193489825701245702093475


2064g2,172,(-8 : 43*s : 1),0.568213608529166159798906232


2064h1,-4,(-8 : -6*s : 1),0.134430882463854821552896190


2064i1,17,(3*s - 1 : -9*s + 39 : 1),0.621094992481807854058215713


2064i2,-7,(-3*s - 5 : -9*s - 75 : 1),0.427512498935944078439924405


2064i3,940,(-2*s + 28 : 8*s - 268 : 1),1.01478025119412533451257976


2064i4,140,(8/5 : 258/25*s : 1),0.498681250225071301667341744


2064j1,-116,(-34 : -96*s : 1),0.485580958693185264839717110


2064j2,-119,(-3*s + 21 : 183*s + 165 : 1),0.645363099612192756956541682


2064k1,1,(-1 : 6 : 1),0.192866336955224797623926241


2064l1,12,(-2 : -4*s : 1),0.0677084428665623518067572168


2064m1,-4,(-3 : -18*s : 1),0.0999591526802934442774800657


2064n1,60,(-6 : 8*s : 1),0.355594778604556174229263427


2064n2,60,(4*s + 10 : -32*s + 264 : 1),0.177797389302278087114631713


2064n3,NA,NA,E1


2064n4,316,(2*s - 18 : -6*s + 444 : 1),1.05988365028298931663638500


2064o1,NA,NA,E1


2064p1,12,(2 : -s : 1),0.109651827672224375507055450


