CremonaReference,Discriminant,Point,Height,Provable
756a1,21,(-12 : 18*s : 1),0.101804680578489085151566163,0

756b1,-4,(-2 : -s : 1),0.391983033214852715809059377,0

756b2,1,(5 : 21 : 1),0.315817086833803806001792619,0

756c1,-7,(4 : -6*s : 1),0.101804680578489085151566163,0

756d1,12,(3*s - 6 : 18 : 1),0.391983033214852715809059377,0

756d2,-132,(6 : 21*s : 1),0.806129306608443838868918413,0

756e1,168,(5 : -s : 1),0.370699323712851861871706703,1

756e2,8,(-3*s - 1 : -3*s - 18 : 1),0.184820520581677121066799058,0

756f1,-56,(-15 : 9*s : 1),0.370699323712851861871706703,0

756f2,-24,(12 : 63/2*s : 1),0.590801881960613912344980034,0

