CremonaReference,Discriminant,Point,Height,Provable
1575a1,5,(-1 : 1/2*(35*s + 1) : 1),0.431208691316781808597452123,0

1575a2,40,(4 : 1/2*(35*s - 4) : 1),0.613739058716605422135834249,0

1575b1,-15,(4 : 1/2*(105*s - 5) : 1),0.431208691316781808597452123,0

1575b2,-120,(-11 : 1/2*(-105*s + 10) : 1),0.613739058716605422135834249,0

1575c1,21,(3*s + 22 : 1/2*(51*s + 167) : 1),0.430068270673287928730748543,0

1575c2,21,(1/2*(9*s + 17) : 1/2*(-9*s - 103) :  1),0.504852582676100407858708346,0


1575d1,-35,(1/2*(-s - 7) : 1/2*(3*s - 15) : 1),0.107802172829195452149363031,0

1575d2,1,(-6 : -15 : 1),0.215604345658390904298726062,0

1575e1,-3,(10 : 1/2*(75*s - 1) : 1),0.0925733338021420941102904503,0

1575e2,120,(5/2 : 1/8*(-75*s - 4) : 1),0.757163484109581097292858595,0

1575e3,105,(25/4 : 1/8*(1065*s - 4) : 1),3.30640021948476046079565001,0

1575f1,-20,(14 : 1/2*(-45*s - 14) : 1),0.503158808129435057411859993,0

1575f2,85,(1/2*(-5*s + 53) : -5*s + 168 : 1),0.350204939367475222715043186,0

1575f3,5,(-1 : 1/2*(1125*s + 1) : 1),0.259415011407574383827027661,0

1575f4,5,(-1 : 1/2*(315*s + 1) : 1),0.259415011407574383827027661,0

1575g1,60,(13/2 : 1/8*(45*s - 30) : 1),0.373149604347256854454718802,0

1575g2,21,(1/2*(-9*s + 37) : 27*s - 57 : 1),0.236287448657739260252063571,0

1575g3,-24,(-1 : -225/2*s : 1),0.750484292387554336037853339,0

1575g4,1,(68 : 60 : 1),0.472574897315478520504127142,0

1575g5,305,(14 : 1/2*(585*s - 15) : 1),2.65974509719347872614678855,0

1575g6,1,(14 : -795 : 1),0.236287448657739260252063571,0

1575h1,-3,(-9 : 1/2*(9*s + 9) : 1),0.269236866179874941122803372,0

1575h2,-3,(-3 : 1/2*(63*s + 3) : 1),0.134618433089937470561401687,0

1575i1,-15,(-10 : 1/2*(15*s - 1) : 1),0.531703997666693363193846607,0

1575i2,-415,(25 : 1/2*(175*s - 1) : 1),1.24106629896901569604460481,0

1575j1,-420,(-47/2 : 1/8*(45*s + 90) : 1),0.485946488670428206901134551,0

1575j2,-15,(-16 : 1/2*(-315*s + 15) : 1),0.134618433089937470561401687,0

1575k1,-3,(-5 : 1/2*(-15*s - 1) : 1),0.132925999416673340798461652,0

1575k2,-411,(-44 : 1/2*(21*s - 1) : 1),1.02094331680522764606990710,0

