CremonaReference,Discriminant,Point,Height
862a1,1,(1 : 0 : 1),0.398868295097031689940760651


862b1,1,(4 : 2 : 1),0.142026780518001107083166864


862c1,-7,(s : -1 : 1),0.607578479376736584901750860


862c2,33,(2*s + 9 : -9*s - 46 : 1),0.455170947272663569887241920


862d1,-431,(1/9*(-s - 1) : 1/27*(2*s - 214) : 1),0.381107388728576555401097810


862d2,-379,(-4 : -2*s + 2 : 1),2.24354074764624214108019332


862e1,113,(s + 38 : 9*s + 90 : 1),0.861368331944919172158446943


862e2,-68,(-3*s + 3 : -55*s + 391 : 1),0.620202474867723002687162472


862f1,1,(1 : 3 : 1),0.119218691281283096367676819


