CremonaReference,Discriminant,Point,Height,Provable
1950a1,65,(1/2*(-5*s + 35) : 1/2*(-35*s + 145) :  1),0.210104350634716956040331251,0


1950a2,1,(5 : 335 : 1),0.420208701269433912080662502,0

1950a3,-20,(20 : -65*s - 10 : 1),0.686212582119943886197285635,0

1950a4,-8,(0 : 975/2*s : 1),1.21343835651908656436152881,0

1950b1,NA,NA,E1,NA

1950b2,NA,NA,E1,NA

1950c1,12,(10 : 1/2*(25*s - 10) : 1),0.202511616595045271091723104,0

1950d1,5,(-10 : 120*s + 5 : 1),0.128376137441507954295320696,0

1950d2,5,(10 : -1350*s - 5 : 1),0.0641880687207539771476603479,0

1950e1,-39,(1/2*(s - 11) : -3*s - 7 : 1),0.161591292926109784378469813,0

1950e2,-3,(2 : -13*s - 1 : 1),0.263784499524154767885804713,0

1950f1,-59,(23 : -96*s - 12 : 1),0.702896022291708134248305804,0

1950g1,-55,(1/2*(-5*s + 9) : 1/2*(15*s - 43) :  1),0.452671343697405887191042645,0


1950g2,105,(1/2*(-5*s + 49) : 1/2*(15*s - 363) :  1),0.240963528790742074160770098,0


1950g3,-7,(7 : -325*s - 4 : 1),0.859638540717620637258388411,0

1950g4,345,(-8 : 1/2*(125*s + 7) : 1),0.838160611504734633379722409,0

1950g5,-20,(7 : 1/2*(2925*s - 8) : 1),1.15095162802119784116563706,0

1950g6,-7,(12 : 1/2*(975*s - 13) : 1),0.429819270358810318629194205,0

1950h1,5,(7 : -27*s - 4 : 1),0.0852217459995466201489029026,0

1950i1,-15,(1/2*(-5*s - 11) : -5*s + 21 : 1),0.130008418425992552211258393,0

1950i2,-20,(-3 : 1/2*(-45*s + 2) : 1),0.225607083762178764972571809,0

1950j1,-39,(1/2*(-s - 7) : 1/2*(s - 17) : 1),0.132216278470113743230755188,0

1950j2,1,(2 : -9 : 1),0.264432556940227486461510376,0

1950k1,5,(-3 : -15*s + 1 : 1),0.165640173169889442771493098,0

1950l1,-455,(52 : 1/2*(675*s - 53) : 1),1.53947366181469584409496487,0

1950l2,-440,(-73 : 225*s + 36 : 1),1.19033910267497874954747631,0

1950m1,-20,(7 : -45*s - 4 : 1),0.178073772828328676593487874,0

1950m2,-40,(17 : 520*s - 9 : 1),0.642439379768599094905335854,0

1950n1,905,(45 : 75*s - 23 : 1),1.27957158277789755432933907,0

1950n2,185,(-25 : 270*s + 12 : 1),1.28600111903900546821575339,0

1950n3,-255,(-15 : -1560*s + 7 : 1),0.528985596763505591339572326,0

1950n4,-335,(55 : -10985*s - 28 : 1),2.09175673327581392884608652,0

1950o1,-4,(1 : 9*s - 1 : 1),0.178073772828328676593487874,0

1950o2,-8,(3 : 104*s - 2 : 1),0.642439379768599094905335854,0

1950p1,1,(-1 : 3 : 1),0.165640173169889442771493098,0

1950q1,129,(-4*s - 37 : -52*s - 24 : 1),0.583675024733001373022358909,0

1950q2,1,(-35 : -4858 : 1),0.297014698505597446643636130,0

1950q3,1,(-51 : -4538 : 1),0.594029397011194893287272260,0

1950q4,345,(5 : 1875*s - 3 : 1),3.14329348333952425100611416,0

1950r1,1,(35 : 657 : 1),0.0852217459995466201489029026,0

1950s1,-143,(35 : 600*s - 18 : 1),1.14859664987091377323541767,0

1950t1,60,(1/2*(-5*s + 20) : 1/2*(15*s - 136) :  1),0.519492013192060677871374617,0


1950t2,5,(10 : 1/2*(75*s - 11) : 1),0.264432556940227486461510376,0

1950u1,-247,(-17 : -27*s + 8 : 1),0.754512791368827961372954403,0

1950u2,-4,(21 : -351*s - 11 : 1),0.219223094114034082075758005,0

1950v1,1,(-8 : -296 : 1),0.0856792779429685993937795976,0

1950v2,1,(8 : 1400 : 1),0.171358555885937198787559195,0

1950v3,1,(-42 : -708 : 1),0.342717111771874397575118390,0

1950v4,781,(-28 : 450*s + 14 : 1),2.68772909212291239653650643,0

1950w1,5,(7 : 1/2*(15*s - 7) : 1),0.293843436321051647545267041,0

1950w2,-4,(1/2*(-15*s - 26) : 1/2*(45*s + 238) :  1),0.472380464369399072182540827,0


1950w3,-3,(17 : 1/2*(975*s - 17) : 1),0.563822963520946197347090518,0

1950w4,-35,(-3 : 1/2*(75*s + 3) : 1),0.337910184445709601051932327,0

1950x1,-15,(-8 : 25*s + 4 : 1),0.104518806655806856145709059,0

1950x2,-820,(-71/2 : 1/8*(195*s + 142) : 1),1.58098515773990280486561689,0

1950y1,-823,(-26 : 312*s + 13 : 1),2.13875271435622895550500898,0

1950y2,NA,NA,E1,NA

1950z1,60,(2 : 1/2*(s - 2) : 1),0.202511616595045271091723104,1

1950ba1,-15,(5*s + 27 : -40*s - 201 : 1),0.527568999048309535771609427,0

1950ba2,-15,(12 : 65*s - 6 : 1),0.263784499524154767885804713,0

1950bb1,-39,(-2*s + 4 : -10*s - 41 : 1),0.0320940343603769885738301740,0

1950bb2,1,(2 : 269 : 1),0.0641880687207539771476603479,0

