CremonaReference,Discriminant,Point,Height
759a1,-11,(1/2*(s - 13) : -8*s : 1),0.401768403929678615855609292


759a2,-7,(1/2*(-3*s - 39) : -3*s - 23 : 1),0.289785637401741572861439402


759b1,-8,(1/2*(s - 2) : 1/2*(-11*s - 2) : 1),0.632186516017213288556396741


759b2,-51,(1/2*(3*s + 17) : 1/2*(-27*s + 23) :  1),0.623420861891206367064232315




759b3,-296,(s - 43 : s - 175 : 1),1.05281286351533901546094128


759b4,5,(1/2*(9*s + 47) : 1/2*(51*s + 35) : 1),0.681124999181968808677181808


759b5,-776,(42 : 138*s - 21 : 1),3.93093240002011180750777170


759b6,-231,(-33 : 1/2*(-23*s + 33) : 1),0.714313622754615784862994704


