CremonaReference,Discriminant,Point,Height
2665a1,-20,(-2 : 1/2*(3*s + 2) : 1),0.937358808375936407792229168


2665a2,-51,(-s - 2 : 1/2*(5*s + 45) : 1),0.492052194592055631477890654


2665b1,465,(23/3 : 1/9*(1300*s - 39) : 1),3.49544994583026905333867553


2665b2,545,(-4/5 : 1/50*(6929*s - 5) : 1),2.68873075225736331694438168


2665c1,-452,(-58 : 1/2*(533*s + 58) : 1),1.99841429835599929553970537


2665c2,-228,(-33/2 : 1/8*(3485*s + 66) : 1),2.55567444400887403228773336


2665d1,1,(-4 : -31 : 1),0.0761722739107570695441943273


2665e1,13,(1/2*(-5*s - 3) : 1/2*(-5*s - 31) : 1),0.135495189250541862330999473


2665e2,1,(-9 : -28 : 1),0.270990378501083724661998945


