CremonaReference,Discriminant,Point,Height
730a1,-3,(-2 : -50*s + 1 : 1),0.461238160554101737067209490


730a2,-3,(10 : 100*s - 5 : 1),0.230619080277050868533604745


730b1,-3,(4*s + 5 : 16*s + 11 : 1),0.192537209442346606997595635


730b2,-83,(-17 : -20*s + 8 : 1),0.817298752879879365897557769


730c1,257,(33 : 1/2*(-5*s - 33) : 1),1.10271012108915435836832027


730d1,13,(-14 : 64*s + 7 : 1),0.363034186589829987738400551


730e1,-4,(0 : -s : 1),0.358371095100728584021946876


730f1,365,(s + 37 : 9*s + 164 : 1),0.0857297007466290034806400984


730f2,-4,(1/2*(15*s + 32) : 1/2*(95*s - 76) : 1),0.171459401493258006961280197


730g1,1,(-1 : 0 : 1),0.340912538796634917736511255


730h1,-8,(-2 : 1/2*(5*s + 2) : 1),0.258488729280313206988216542


730i1,1,(1 : 3 : 1),0.100830838764789544046361346


730j1,1,(-7 : 28 : 1),0.0375480526758755001338759202


730k1,5,(-1 : 1/2*(5*s + 1) : 1),0.315561881120091372775963818


730k2,-4,(12 : 1/2*(73*s - 12) : 1),0.214496691120352269208412065


