CremonaReference,Discriminant,Point,Height
588a1,-4,(-2 : -21/2*s : 1),0.392611726835054071275053899


588b1,8,(-3*s + 9 : 24*s - 39 : 1),0.536546520265394782176920036


588b2,56,(-16 : 21*s : 1),0.292059410713404096528357250


588b3,168,(12 : -49/2*s : 1),0.304478360212793906075810642


588b4,280,(-37 : 441/2*s : 1),1.75888017058980299618632878


588c1,-7,(s - 2 : 7 : 1),0.103887976094095960629903366


588c2,1,(-2 : 14 : 1),0.207775952188191921259806732


588d1,28,(16 : -147/2*s : 1),0.392611726835054071275053899


588e1,-7,(9 : -7*s : 1),0.415551904376383842519613465


588e2,-7,(-12 : 42*s : 1),0.207775952188191921259806732


588f1,21,(-5 : 7*s : 1),0.0977746900180160183725064647


588f2,21,(16 : 14*s : 1),0.195549380036032036745012929


