CremonaReference,Discriminant,Point,Height,Provable
1886a1,41,(-3 : 1/2*(-23*s + 3) : 1),0.593049708068843132993378106,0

1886a2,69,(20 : -41*s - 10 : 1),0.557227581996229957836621435,0

1886b1,5,(2 : -23*s - 1 : 1),0.558332674204774604286296689,0

1886b2,12,(-8 : 23*s + 4 : 1),0.451558418233547764143042168,0

1886c1,1,(17 : -29 : 1),0.533787289753502954302635505,0

1886c2,5,(16 : 123*s - 8 : 1),0.581502730342696077983327765,0

1886d1,-7,(1/2*(-s - 7) : 1/2*(s + 13) : 1),0.413326255920479188286694003,0

1886d2,-4,(1/2*(s - 24) : -4*s + 12 : 1),0.666838674233916453567819280,0

1886e1,-4,(-2*s + 1 : -2*s - 1 : 1),0.748031973902132962216180905,0

1886e2,8,(1/2*(-7*s + 10) : 1/2*(-9*s + 50) : 1),0.544159372692599564011277491,0

1886e3,-3,(0 : 1/2*(-115*s - 1) : 1),0.849932698409972059536257719,0

1886e4,21,(-2*s + 1 : 9*s + 54 : 1),0.710538921005080517825180056,0

