CremonaReference,Discriminant,Point,Height,Provable
768a1,1,(2 : 3 : 1),0.439295861304824408345332390,0

768a2,-4,(3*s + 1 : 6*s - 12 : 1),0.219647930652412204172666195,0

768b1,-4,(1/2*(-3*s + 4) : -3*s : 1),0.422267343341796652758937009,1

768b2,12,(-s + 5 : -2*s + 12 : 1),0.283329188469213523318302270,0

768b3,-4,(-3 : -9*s : 1),0.224482199285751912879828699,0

768b4,-344,(-31 : -s : 1),1.38118349832738632157200837,0

768c1,-4,(-5 : -3*s : 1),0.439295861304824408345332390,0

768c2,-4,(3*s - 1 : -6*s + 12 : 1),0.219647930652412204172666195,0

768d1,8,(1/2*(s + 2) : -s : 1),0.283329188469213523318302270,1

768d2,12,(s + 3 : -2*s - 12 : 1),0.251901806041684998659037289,0

768d3,-8,(-11 : -9*s : 1),0.448964398571503825759657399,0

768d4,-8,(-7 : -18*s : 1),0.224482199285751912879828699,0

768e1,-4,(0 : -3/2*s : 1),0.385972529196615244876150722,0

768e2,-8,(-9 : 6*s : 1),0.439295861304824408345332390,0

768f1,-3,(1 : -2*s : 1),0.503803612083369997318074579,1

768f2,-20,(s + 1 : 2*s - 4 : 1),0.423862549017719822242225914,0

768f3,8,(1/2*(-3*s + 22) : 9*s + 24 : 1),0.112241099642875956439914350,0

768f4,8,(7 : -18*s : 1),0.224482199285751912879828699,0

768g1,8,(1/2*(3*s + 6) : -3*s - 12 : 1),0.219647930652412204172666195,0

768g2,12,(-s + 3 : -2*s - 12 : 1),0.192986264598307622438075361,0

768h1,-24,(1/2*(s + 2) : -s : 1),0.251901806041684998659037289,1

768h2,-24,(1 : 2*s : 1),0.503803612083369997318074579,0

768h3,1,(3 : 18 : 1),0.224482199285751912879828699,0

768h4,1,(30 : 9 : 1),0.448964398571503825759657399,0

