CremonaReference,Discriminant,Point,Height,Provable
2910a1,-3,(4 : 120*s - 2 : 1),0.266531810094789648214234532,0

2910a2,-3,(16 : -970*s - 8 : 1),0.133265905047394824107117266,0

2910b1,-43,(22 : -162*s - 11 : 1),1.00199672086462039743058715,0

2910c1,1,(3 : -4 : 1),0.342437534140864183748552086,0

2910c2,-4,(1/2*(5*s + 4) : 10*s - 11 : 1),0.171218767070432091874276043,0

2910d1,-35,(11 : -12*s - 6 : 1),0.499778107702660495048423074,0

2910d2,-119,(1/2*(-9*s - 63) : 1/2*(45*s + 1061) :  1),0.497318375450420715107795114,0


2910d3,-79,(16 : 1/2*(729*s - 17) : 1),2.11775702783442068831527594,0

2910d4,-3,(17 : -97*s - 9 : 1),0.575792952806624895563927811,0

2910e1,1,(11 : 24 : 1),0.327472366437821822772556359,0

2910e2,-3,(-5*s - 7 : -15*s + 33 : 1),0.163736183218910911386278179,0

2910f1,61,(19 : -135*s - 10 : 1),0.606505125029946305673745391,0

2910f2,29,(-25 : 485*s + 12 : 1),1.45577674209591648944546607,0

2910f3,-579,(9 : -465*s - 5 : 1),4.92809718451248854615973235,0

2910f4,-723,(99 : 582*s - 50 : 1),1.91496633083550570656020640,0

2910g1,1,(11 : -1 : 1),0.679942838322029205511921371,0

2910g2,-8,(1/2*(-5*s + 18) : -35*s - 25 : 1),0.339971419161014602755960686,0

2910g3,-483,(-8/3 : 1/18*(485*s + 15) : 1),1.27738534773904112251246644,0

2910g4,-43,(-14 : 1/2*(75*s + 13) : 1),0.798054338385969356986329741,0

2910h1,1,(-7 : 33 : 1),0.0410303369280740277409301345,0

2910i1,-3,(-12 : 1/2*(-75*s + 11) : 1),0.601534838037502969472910233,0

2910i2,-84,(-3 : 1/2*(-25*s + 2) : 1),0.669035177303518960995164789,0

2910j1,40,(6 : -3*s - 3 : 1),0.460349399098715054941921450,0

2910j2,-52,(-12 : 1/2*(-15*s + 12) : 1),1.34142708284294875746346999,0

2910k1,1,(-30 : 105 : 1),0.0855539005458444161050335793,0

2910k2,1,(-6 : -147 : 1),0.171107801091688832210067158,0

