CremonaReference,Discriminant,Point,Height
1566a1,29,(16 : 9*s - 8 : 1),0.190009746652095502630716461


1566b1,1,(21 : -54 : 1),0.163429949291394788507849567


1566c1,-4,(1/2*(-9*s + 14) : 1/2*(-27*s + 20) :  1),0.294851029335114687053919624




1566d1,-59,(-6 : 16*s + 3 : 1),0.976408620177392212281696814


1566e1,12,(4 : -18*s - 2 : 1),0.499207584994545058042519299


1566f1,33,(16 : -3*s - 8 : 1),0.567480411523582077942647422


1566f2,-11,(2 : -29*s - 1 : 1),0.939970736671134544991342787


1566g1,-3,(-8 : 36*s + 4 : 1),0.870877197574022499431837980


1566h1,-3,(-14 : 87*s + 7 : 1),0.100066490478913851824331121


1566i1,-3,(2 : -s - 1 : 1),0.160941819507537829180920841


1566j1,-87,(-5 : -s + 2 : 1),0.190009746652095502630716461


1566k1,1,(27 : -206 : 1),0.217719299393505624857959495


1566l1,1,(5 : 26 : 1),0.100066490478913851824331121


1566m1,1,(67 : 38 : 1),0.178140462731707323500311894


1566n1,1,(-5 : 11 : 1),0.160941819507537829180920841


1566o1,-4,(1/2*(-3*s + 4) : 6*s - 6 : 1),0.237392503934224367684951920


1566p1,-11,(-5 : -s + 2 : 1),0.567480411523582077942647422


1566p2,-7,(-3*s + 6 : -15*s - 17 : 1),0.268426121725087178026912005


1566q1,-111,(-35 : -9*s + 17 : 1),0.850963030132729947671645459


1566r1,-4,(-9 : 1/2*(-29*s + 8) : 1),0.529374285387347045885030698


