CremonaReference,Discriminant,Point,Height
1410a1,-787,(-6 : -360*s + 3 : 1),1.63240348826794225328916562


1410b1,1,(6 : 17 : 1),0.406474883363215325350052433


1410b2,8,(-5*s + 14 : -20*s + 73 : 1),0.203237441681607662675026216


1410c1,-4,(1/2 : 1/8*(135*s - 2) : 1),0.338644217062791142959819483


1410c2,-39,(-13 : 1/2*(45*s + 13) : 1),0.817453805443170899028972507


1410d1,5,(-2 : -3*s + 1 : 1),0.0830545883956869223432596119


1410e1,-3,(1 : 60*s - 1 : 1),0.148010278450405378739097620


1410e2,-3,(13 : -250*s - 7 : 1),0.296020556900810757478195241


1410f1,1,(59 : 420 : 1),0.0292248428233514107825371207


1410g1,-23,(-25 : 64*s + 12 : 1),0.922648492207661871490093879


1410g2,-312,(-25 : -216*s + 12 : 1),3.28691988374448857872256418


1410h1,21,(-s + 2 : 2*s - 9 : 1),0.652068342424820983738166455


1410h2,12,(1/2*(-3*s + 8) : 3*s - 19 : 1),0.396522256782935110017524582


1410h3,13,(14 : 1/2*(5*s - 15) : 1),0.635748202803830418121867513


1410h4,69,(2/3 : 1/18*(-47*s - 15) : 1),0.774456394151154037159966681


1410i1,785,(-9 : 81*s + 4 : 1),0.908311845665462871358170623


1410j1,-7,(1 : 30*s - 1 : 1),0.172074071734096970315480301


1410j2,-3,(4 : 1/2*(375*s - 5) : 1),0.358706797000952773597256936


