CremonaReference,Discriminant,Point,Height,Provable
590a1,12,(1/2*(-5*s + 16) : 1/2*(25*s - 104) :  1),0.144334553969824911622805504,0


590a2,-107,(21 : 25*s - 11 : 1),0.947395866414844604021316307,0

590b1,13,(6 : -4*s - 3 : 1),0.715327923035209617501114084,0

590b2,17,(1/2*(-s + 11) : 1/2*(s - 21) : 1),0.439956798352605894437156593,0

590b3,105,(2*s + 14 : -9*s - 108 : 1),0.769361272627501266036446951,0

590b4,41,(1/2*(s + 35) : 1/2*(7*s - 65) : 1),0.638273316965686850656719454,0

590c1,5,(-s + 1 : -s + 2 : 1),0.201930212062064123617096823,0

590d1,1,(10 : 0 : 1),0.0278057444854567188380612061,0

