CremonaReference,Discriminant,Point,Height,Provable
2535a1,156,(18 : 1/2*(-13*s - 18) : 1),0.325078210998281531387058286,0

2535a2,156,(-3/2 : 1/8*(-65*s + 6) : 1),0.650156421996563062774116571,0

2535a3,-91,(31 : 1/2*(39*s - 31) : 1),0.689178076824089155313474288,0

2535a4,204,(-2*s + 38 : -23*s - 364 : 1),1.33565639004663751006557007,0

2535a5,-91,(-21 : 1/2*(195*s + 21) : 1),0.344589038412044577656737144,0

2535a6,-312,(-34 : 1/2*(65*s + 34) : 1),0.662274544050084957605946428,0

2535a7,-955,(12 : -306*s - 6 : 1),4.96759291954478929034888906,0

2535a8,-91,(-34 : -117*s + 17 : 1),0.689178076824089155313474288,0

2535b1,1,(35 : -1099 : 1),0.492375070262214181425849288,0

2535c1,13,(-17 : 1/2*(195*s - 1) : 1),0.946619908061423958262454860,0

2535d1,1,(9 : -33 : 1),0.236654977015355989565613715,0

2535e1,13,(17 : 1/2*(-975*s - 1) : 1),0.396539414185833818309432301,0

2535e2,-663,(-61 : 1/2*(975*s - 1) : 1),0.621134278365615845629275441,0

2535f1,364,(53 : 1/2*(-39*s - 54) : 1),0.590291323028663228966732594,0

2535f2,988,(27 : 1/2*(-39*s - 28) : 1),1.29867248140888041169656588,0

2535f3,-403,(-64 : 1/2*(-195*s + 63) : 1),1.74805802703009026524405085,0

2535f4,341,(-64 : 1/2*(169*s + 63) : 1),3.01976772796609463556222337,0

2535f5,-728,(53 : -975*s - 27 : 1),1.87595644801723469139044449,0

2535f6,-760,(-51 : 1/2*(-507*s + 50) : 1),3.23868470920284410132820402,0

2535f7,NA,NA,E1,NA

2535f8,NA,NA,E1,NA

2535g1,13,(4 : 1/2*(195*s - 1) : 1),0.0925529710232922567427124777,0

2535h1,-39,(4 : 1/2*(-13*s - 1) : 1),0.0995172561514167819149880405,0

2535i1,-3,(1/2*(5*s + 11) : -10*s + 1 : 1),0.0943495446043827722858902407,0

2535i2,1,(53 : 266 : 1),0.188699089208765544571780481,0

2535j1,1,(31 : -203 : 1),0.0991348535464584545773580753,0

2535j2,1,(70 : 187 : 1),0.297404560639375363732074226,0

2535k1,-39,(-35 : 1/2*(195*s - 1) : 1),0.0376711581370871507059230084,0

2535l1,1,(0 : -8 : 1),0.0925529710232922567427124777,0

2535m1,13,(14 : 1/2*(-507*s - 15) : 1),0.377398178417531089143560962,0

2535m2,493,(-60 : 1/2*(795*s + 59) : 1),4.45860576582054583539891773,0

