CremonaReference,Discriminant,Point,Height,Provable
507a1,13,(18 : 13*s - 9 : 1),0.508904500692769639885952883,0

507a2,-91,(-21 : 1/2*(351*s + 21) : 1),0.269376052918436414562878496,0

507b1,13,(1/2*(-s - 3) : 1/2*(s + 7) : 1),0.0964838399003994791131939621,1

507b2,-7,(-2 : 1/2*(-27*s + 1) : 1),0.269376052918436414562878496,0

507c1,-260,(-21 : 1/2*(13*s + 20) : 1),0.763113750576109534024843185,0

507c2,-39,(-8 : 1/2*(13*s + 7) : 1),0.565167813089775503324376254,0

507c3,-260,(-47 : 13*s + 23 : 1),1.04045954581096160350596185,0

507c4,273,(18 : 1/2*(-13*s - 19) : 1),0.944289050118867419166137775,0

