CremonaReference,Discriminant,Point,Height
1470a1,5,(-8 : -63*s + 4 : 1),0.0816003794724413821596613550


1470b1,-3,(6 : -735*s - 3 : 1),0.453901734259740671098248440


1470b2,-3,(14 : -675*s - 7 : 1),0.907803468519481342196496881


1470b3,861,(-78 : 112*s + 39 : 1),0.825807343727238345852338335


1470b4,188,(-23/2 : 1/8*(3675*s + 46) : 1),1.42109175038139249371107464


1470b5,-40,(-8 : 441*s + 4 : 1),1.75009047306830372457467509


1470b6,28,(5/2 : 1/8*(-31213*s - 10) : 1),2.54459927740739562589767741


1470b7,NA,NA,E1


1470b8,NA,NA,E1


1470c1,13,(-16 : 20*s + 8 : 1),0.559845638262253997345528353


1470c2,-3,(-4 : 150*s + 2 : 1),0.131037543283502315002673710


1470d1,140,(19/2 : 1/8*(21*s - 38) : 1),0.448117683628981815073472655


1470d2,-55,(1/2*(3*s - 19) : 1/2*(15*s - 133) :  1),0.722326815387417558045759614




1470d3,105,(1/2*(7*s + 61) : 1/2*(63*s + 337) :  1),0.180703905828502480527202807




1470d4,-4,(-8 : 1/2*(-735*s + 8) : 1),0.379048679074714215552156658


1470d5,140,(-36 : 1/2*(63*s + 36) : 1),0.448117683628981815073472656


1470d6,1,(27 : -626 : 1),0.361407811657004961054405615


1470d7,1,(3 : 311 : 1),0.722815623314009922108811229


1470d8,589,(62 : -245*s - 31 : 1),2.22356357462556785233136231


1470e1,-4,(2 : 1/2*(-15*s - 2) : 1),0.0774766808032677495403717078


1470e2,1,(-7 : -34 : 1),0.113866576085322478137828281


1470f1,28,(-17 : 1/2*(-105*s + 16) : 1),0.0774766808032677495403717078


1470f2,-868,(11 : 35*s - 6 : 1),1.24646567534278960053681165


1470g1,-7,(-10 : 1/2*(-1701*s + 9) : 1),0.910953549504258616334978204


1470h1,-7,(1/2*(-7*s + 1) : 14*s + 36 : 1),0.133161645238936140481866864


1470h2,-7,(-10 : 1/2*(-49*s + 9) : 1),0.266323290477872280963733728


1470h3,-420,(-31 : 1/2*(-63*s + 30) : 1),0.633832160933445398790666152


1470h4,-84,(25 : 1/2*(35*s - 26) : 1),0.490708629217048478282258151


1470i1,5,(-11 : -800*s + 5 : 1),1.12257814519773048159752929


1470i2,21,(25 : 1050*s - 13 : 1),0.131037543283502315002673710


1470j1,1,(1 : 5 : 1),0.0930638407693140467519248014


1470k1,1,(59 : -750 : 1),0.621045073666088502878543599


1470k2,-203,(6 : 1/2*(245*s - 7) : 1),1.37534005955992895886941108


1470k3,-376,(3 : 810*s - 2 : 1),2.57336286286812701674857969


1470k4,133,(-36 : 1/2*(1715*s + 35) : 1),1.09985558038693272600969767


1470k5,NA,NA,E1


1470k6,357,(41 : -875*s - 21 : 1),0.721009056155005422207750496


1470k7,NA,NA,E1


1470k8,NA,NA,E1


1470l1,1,(27 : -119 : 1),0.00996410799991260582321513449


1470m1,65,(-3*s + 22 : -15*s - 4 : 1),0.399333479796290457956537073


1470m2,-91,(-15 : -84*s + 7 : 1),0.793663889742031052285429159


1470m3,805,(48 : 1/2*(-245*s - 49) : 1),0.957212022192527694113317195


1470m4,-959,(-1 : 245*s : 1),2.08743546351086431131439307


1470m5,-39,(27 : -245*s - 14 : 1),1.25016650406212882926720792


1470m6,364,(19/2 : 1/8*(-1715*s - 42) : 1),0.636273197762549539824455438


1470m7,-20,(-13 : 1/2*(-2795*s + 12) : 1),4.99072432805148240667025917


1470m8,156,(-57 : 1/2*(1225*s + 56) : 1),1.63231355474658275317326696


1470n1,5,(-2 : 1/2*(3*s + 1) : 1),0.277340651370992079887859240


1470n2,-4,(-3 : 1/2*(-15*s + 2) : 1),0.344262416324242042210650702


1470o1,-35,(11 : 1/2*(21*s - 11) : 1),0.277340651370992079887859240


1470o2,28,(18 : 1/2*(-105*s - 18) : 1),0.344262416324242042210650702


1470p1,21,(11 : 1/2*(-49*s - 11) : 1),0.623656542512925905914381510


1470p2,21,(-2/3 : 1/9*(-490*s + 3) : 1),0.311828271256462952957190755


1470p3,-56,(18 : -147*s - 9 : 1),0.982956354663796877960704978


1470p4,133,(32 : 147*s - 16 : 1),0.925688145455528545037798718


1470p5,NA,NA,E1


1470p6,13,(21 : 1/2*(1125*s - 21) : 1),0.821715157026112121519021285


1470q1,-623,(18 : 210*s - 9 : 1),1.10486179831074374741219634


1470r1,-7,(-10 : 42*s + 5 : 1),0.0930638407693140467519248014


