CremonaReference,Discriminant,Point,Height,Provable
1290a1,-3,(-6 : 6*s + 3 : 1),0.354720051315144048207958860,0

1290a2,-3,(-12 : 5*s + 6 : 1),0.177360025657572024103979430,0

1290b1,-916,(-18 : 150*s + 9 : 1),1.52476524664022695092265643,0

1290b2,-511,(-58 : -270*s + 29 : 1),1.80986668514182503529040205,0

1290c1,-723,(-63 : -86*s + 31 : 1),1.48112766528875172396472597,0

1290d1,17,(1/2*(5*s + 11) : 1/2*(-15*s - 59) :  1),0.706253804998873679132857013,0


1290d2,17,(1/2*(5*s + 7) : 1/2*(-15*s - 27) : 1),0.353126902499436839566428506,0

1290d3,-39,(s + 9 : 1/2*(11*s - 115) : 1),0.865700747938220569324667831,0

1290d4,12,(13 : 1/2*(45*s - 14) : 1),0.592610720854394672933170295,0

1290e1,129,(1/2*(s + 43) : 16*s + 21 : 1),0.730050734551665288663848202,0

1290e2,129,(1/2*(-s - 21) : 32*s + 37 : 1),0.365025367275832644331924102,0

1290e3,-8,(-6*s - 11 : -378*s - 187 : 1),0.730050734551665288663848202,0

1290e4,777,(56 : 1/2*(-125*s - 57) : 1),1.40781516209877412675675476,0

1290f1,5,(-3*s : 7 : 1),0.286543734131110838159479800,0

1290f2,-20,(1/2*(3*s - 10) : 1/2*(9*s - 56) : 1),0.158823101130299550319171498,0

1290g1,-39,(1/8*(-5*s + 7) : 1/16*(-35*s - 255) :  1),0.873573228630859160117235899,0


1290g2,24,(1/2*(-s + 36) : 5*s + 10 : 1),0.492509807336865429150582273,0

1290g3,-39,(-28 : 1/2*(-43*s + 27) : 1),0.509200143136296098168839062,0

1290g4,-435,(-2*s - 33 : -7*s - 443 : 1),0.743891459371575650830683194,0

1290h1,NA,NA,E1,NA

1290i1,-15,(1/2*(-s + 5) : 1/2*(3*s - 11) : 1),0.491299636744035953154278174,0

1290i2,140,(s + 9 : 1/2*(-9*s - 100) : 1),0.535920873705595485377208091,0

1290j1,12,(3/2 : 1/8*(25*s - 10) : 1),0.351269471029813252374234872,0

1290j2,28,(19 : 1/2*(5*s - 20) : 1),0.666830925759961718150930707,0

1290k1,-7,(9 : -270*s - 5 : 1),0.0975169369232247004673951292,0

1290k2,-328,(21 : -300*s - 11 : 1),1.54613850328156381332478101,0

1290l1,1,(13 : 38 : 1),0.0541486381357728395256593359,0

1290m1,1,(-2 : 37 : 1),0.0982687677737255833084974711,0

1290m2,40,(1/2*(9*s + 52) : 36*s + 167 : 1),0.0491343838868627916542487357,0

1290n1,409,(3*s + 17 : 30*s - 628 : 1),1.36113754862539821070037982,0

1290n2,76,(-24 : 135*s + 12 : 1),1.00376803188062920203992667,0

1290n3,-948,(61/2 : 1/8*(375*s - 122) : 1),1.59827588952098216129634643,0

1290n4,-8,(-3/4 : 1/16*(-16125*s + 6) : 1),0.883772713152672075955075178,0

