CremonaReference,Discriminant,Point,Height
370a1,-15,(1/2*(s + 5) : s : 1),0.556766214476765517606004327


370a2,-4,(-s - 6 : 6*s - 5 : 1),0.302495604246146863469441674


370a3,-4,(1/2*(s - 24) : -5/2*s : 1),0.604991208492293726938883347


370a4,-4,(1/2*(3*s - 8) : 1/2*(-19*s - 8) : 1),0.604991208492293726938883347


370b1,5,(2 : -2*s - 1 : 1),0.100155033213533498353617738


370c1,12,(1/2*(-5*s + 2) : 5*s - 21 : 1),0.355500554112878822568803177


370c2,-47,(8 : 1/2*(25*s - 9) : 1),0.998935004803199234874898056


370c3,60,(1/2*(s + 16) : 1/2*(-5*s - 44) : 1),0.351969289989024460745171028


370d1,-15,(-4*s - 6 : 8*s + 73 : 1),0.582882148401787618488927799


370d2,-11,(-5*s : 1/2*(25*s + 15) : 1),0.539392273337297446557219084


370d3,-215,(44 : 37*s - 22 : 1),1.19826935737240784928244807


370d4,-11,(-18 : 74*s + 9 : 1),0.607889795056290132381866424


